ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	EDITID	SCAID	INFOMAP	LEXSTATID	COGNATES
184	Banawa	FOOT	teme	teme	t e m e	- t e m e	47	47	FOOT				1 7 4 7	AXBZ	TEME	2	2.T.C 2.E.V 2.M.C 2.E.V	2.0 1.5 1.75 0.8	teme	0	626	586	519	331	555	519
792	Jamamadi	FOOT	teme	teme	t e m e	- t e m e	47	47	FOOT				1 7 4 7	AXBZ	TEME	4	4.T.C 4.E.V 4.M.C 4.E.V	2.0 1.5 1.75 0.8	teme	0	626	586	519	331	555	519
968	Jarawara	FOOT	tame / teme	tame	t a m e	- t a m e	47	47	FOOT				1 7 4 7	AXBZ	TAME	5	5.T.C 5.A.V 5.M.C 5.E.V	2.0 1.5 1.75 0.8	tame	0	626	586	519	331	555	519
1141	Jarawara	FOOT	tame / teme	teme	t e m e	- t e m e	47	47	FOOT				1 7 4 7	AXBZ	TEME	5	5.T.C 5.E.V 5.M.C 5.E.V	2.0 1.5 1.75 0.8	teme	0	626	586	519	331	555	519
1327	Kulina	FOOT	amoɾi	amoɾi	a m o ɾ i	a m o ɾ i	1260	1260	FOOT				7 4 7 5 7	XBYBZ	AMURI	6	6.A.V 6.M.C 6.U.V 6.R.C 6.I.V	1.5 1.75 1.3 1.75 0.8	amoɾi	0	627	588	521	332	557	521
1764	Paumari	FOOT	ɗama	ɗama	ɗ a m a	- ɗ a m a	47	47	FOOT				1 7 4 7	AXBZ	TAMA	7	7.T.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	ɗama	0	626	592	519	331	555	519
1932	Sorowaha	FOOT	dama	dama	d a m a	- d a m a	47	47	FOOT				1 7 4 7	AXBZ	TAMA	8	8.T.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	dama	0	626	592	519	331	555	519
10086	Sorowaha	FOOT	ud̥ɨ	ud̥ɨ	u d̥ ɨ	u d̥ ɨ	717	660	FOOT				7 1 7	XBZ	YTI	8	8.Y.V 8.T.C 8.I.V	1.5 1.75 0.8	ud̥ɨ	0	625	595	528	331	564	528
10223	Deni	FOOT	amuri	amuri	a m u r i	a m u r i	1260	1260	FOOT				7 4 7 5 7	XBYBZ	AMYRI	3	3.A.V 3.M.C 3.Y.V 3.R.C 3.I.V	1.5 1.75 1.3 1.75 0.8	amuri	0	627	588	521	332	557	521
343	Deni	FOREHEAD	atha	atha	a t h a	a t h a	210	210	FOREHEAD				7 1 3 7	XBCZ	ATHA	3	3.A.V 3.T.C 3.H.C 3.A.V	1.5 1.75 1.5 0.8	atha	0	628	596	529	333	565	529
969	Jarawara	FOREHEAD	ate	ate	a t e	a t - e	210	210	FOREHEAD				7 1 7	XBZ	ATE	5	5.A.V 5.T.C 5.E.V	1.5 1.75 0.8	ate	0	628	596	529	333	565	529
1662	Paumari	FOREHEAD	atha	atha	a t h a	a t h a	210	210	FOREHEAD				7 1 3 7	XBCZ	ATHA	7	7.A.V 7.T.C 7.H.C 7.A.V	1.5 1.75 1.5 0.8	atha	0	628	596	529	333	565	529
1862	Sorowaha	FOREHEAD	ata	ata	a t a	a t - a	210	210	FOREHEAD				7 1 7	XBZ	ATA	8	8.A.V 8.T.C 8.A.V	1.5 1.75 0.8	ata	0	628	596	529	333	565	529
1328	Kulina	FOREST	dzama / jama	dzama	dz a m a	dz a m a	341	341	THING				2 7 4 7	AXBZ	CAMA	6	6.C.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	dzama	0	629	597	530	334	566	530
1359	Kulina	FOREST	dzama / jama	jama	j a m a	j a m a	341	341	THING				6 7 4 7	AXBZ	JAMA	6	6.J.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	jama	0	632	597	530	334	566	530
10027	Sorowaha	FOREST	aga hʊʊɾi	aga hʊʊɾi	a g a + h ʊː ɾ i	a g a + h ʊː ɾ i	647	537 1274	TREE INSIDE				7 1 7 9 3 7 5 7	XBZ_AXBZ	AKA_HYRI	8	8.A.V 8.K.C 8.A.V 8._._ 8.H.C 8.Y.V 8.R.C 8.I.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	aga+hʊːɾi	0	631	599	532	335	568	532
10100	Sorowaha	FOREST	zama	zama	z a m a	z a m a	341	341	THING				3 7 4 7	AXBZ	SAMA	8	8.S.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	zama	0	633	597	530	334	566	530
10224	Paumari	FOREST	dʒama	dʒama	dʒ a m a	dʒ a m a	341	341	THING				1 7 4 7	AXBZ	TAMA	7	7.T.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	dʒama	0	630	597	530	334	566	530
10091	Sorowaha	FORGET	zuzugaɾi	zuzugaɾi	z u z u g a ɾ i	z u z u g a ɾ i	722	664	FORGET			also means to turn off	3 7 3 7 1 7 5 7	AXBYBYBZ	SYSYKARI	8	8.S.C 8.Y.V 8.S.C 8.Y.V 8.K.C 8.A.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	zuzugaɾi	0	634	600	533	336	569	533
1802	Paumari	FRAGRANT	sina	sina	s i n a	s i n a	629	412	unknown8				3 7 4 7	AXBZ	SINA	7	7.S.C 7.I.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	sina	0	635	601	534	337	570	534
51	Banawa	FRIEND	tase	tase	t a s e	t a s e	332	332	COMPANION				1 7 3 7	AXBZ	TASE	2	2.T.C 2.A.V 2.S.C 2.E.V	2.0 1.5 1.75 0.8	tase	0	636	602	535	338	571	535
657	Jamamadi	FRIEND	tese	tese	t e s e	t e s e	332	332	COMPANION				1 7 3 7	AXBZ	TESE	4	4.T.C 4.E.V 4.S.C 4.E.V	2.0 1.5 1.75 0.8	tese	0	636	602	535	338	571	535
939	Jarawara	FRIEND	tase	tase	t a s e	t a s e	332	332	COMPANION				1 7 3 7	AXBZ	TASE	5	5.T.C 5.A.V 5.S.C 5.E.V	2.0 1.5 1.75 0.8	tase	0	636	602	535	338	571	535
1303	Kulina	FRIEND	tɛtsʰɛ	tɛtsʰɛ	t ɛ tsʰ ɛ	t ɛ tsʰ ɛ	332	332	COMPANION				1 7 2 7	AXBZ	TECE	6	6.T.C 6.E.V 6.C.C 6.E.V	2.0 1.5 1.75 0.8	tɛtsʰɛ	0	639	605	535	338	571	535
344	Deni	FROG	boko / joiwa	boko	b o k o	b o k o	31	31	FROG				1 7 1 7	AXBZ	PUKU	3	3.P.C 3.U.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	boko	1	640	606	536	339	572	536
345	Deni	FROG	boko / joiwa	joiwa	j o i w a	j o i w a	264	264	FROG				6 7 7 6 7	AXYBZ	JUIWA	3	3.J.C 3.U.V 3.I.V 3.W.C 3.A.V	2.0 1.5 1.3 1.75 0.8	joiwa	0	642	608	538	340	574	538
608	Deni	FROG	owawa	owawa	o w a w a	o w a w a	150	150	FROG.SP.				7 6 7 6 7	XBYBZ	UWAWA	3	3.U.V 3.W.C 3.A.V 3.W.C 3.A.V	1.5 1.75 1.3 1.75 0.8	owawa	0	646	610	540	340	576	540
672	Jamamadi	FROG	boka	boka	b o k a	b o k a	31	31	FROG				1 7 1 7	AXBZ	PUKA	4	4.P.C 4.U.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	boka	0	640	606	536	339	572	536
876	Jamamadi	FROG	owawa	owawa	o w a w a	o w a w a	150	150	FROG.SP.				7 6 7 6 7	XBYBZ	UWAWA	4	4.U.V 4.W.C 4.A.V 4.W.C 4.A.V	1.5 1.75 1.3 1.75 0.8	owawa	0	646	610	540	340	576	540
970	Jarawara	FROG	jowi	jowi	j o w i	j o - w i	264	264	FROG				6 7 6 7	AXBZ	JUWI	5	5.J.C 5.U.V 5.W.C 5.I.V	2.0 1.5 1.75 0.8	jowi	1	642	608	538	340	574	538
1560	Kulina	FROG	japʰaʔi	japʰaʔi	j a pʰ a ʔ i	j a pʰ a ʔ i	84	84	FROG.SP.				6 7 1 7 1 7	AXBYBZ	JAPAHI	6	6.J.C 6.A.V 6.P.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	japʰaʔi	0	643	609	539	341	575	539
1863	Sorowaha	FROG	buwabuwa	buwabuwa	b u w a b u w a	b u w a b u w a	581	568	FROG				1 7 6 7 1 7 6 7	AXBYBYBZ	PYWAPYWA	8	8.P.C 8.Y.V 8.W.C 8.A.V 8.P.C 8.Y.V 8.W.C 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	buwabuwa	0	644	610	540	340	576	540
1949	Sorowaha	FROG	jahowa	jahowa	j a h o w a	j a h o w a	84	84	FROG.SP.				6 7 3 7 6 7	AXBYBZ	JAHUWA	8	8.J.C 8.A.V 8.H.C 8.U.V 8.W.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jahowa	0	647	608	538	342	574	538
346	Deni	FRUIT	bono	bono	b o n o	b o n o	34	34	FRUIT				1 7 4 7	AXBZ	PUNU	3	3.P.C 3.U.V 3.N.C 3.U.V	2.0 1.5 1.75 0.8	bono	1	648	611	541	343	577	541
971	Jarawara	FRUIT	mawa	mawa	m a w a	m a w a	1262	136	FLOWER				4 7 6 7	AXBZ	MAWA	5	5.M.C 5.A.V 5.W.C 5.A.V	2.0 1.5 1.75 0.8	mawa	0	649	612	542	344	578	542
1329	Kulina	FRUIT	bono	bono	b o n o	b o n o	34	34	FRUIT				1 7 4 7	AXBZ	PUNU	6	6.P.C 6.U.V 6.N.C 6.U.V	2.0 1.5 1.75 0.8	bono	1	648	611	541	343	577	541
1663	Paumari	FRUIT	bono	bono	b o n o	b o n o	34	34	FRUIT				1 7 4 7	AXBZ	PUNU	7	7.P.C 7.U.V 7.N.C 7.U.V	2.0 1.5 1.75 0.8	bono	1	648	611	541	343	577	541
5011	Sorowaha	FRUIT	midʒiɾi	midʒiɾi	m i dʒ i ɾ i	m i dʒ i ɾ i	1263	1263	FRUIT				4 7 1 7 5 7	AXBYBZ	MITIRI	8	8.M.C 8.I.V 8.T.C 8.I.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	midʒiɾi	0	652	615	545	345	581	545
68	Banawa	FRUIT TREE	joha	joha	j o h a	j o h a	261	261	FRUIT.TREE				6 7 3 7	AXBZ	JUHA	2	2.J.C 2.U.V 2.H.C 2.A.V	2.0 1.5 1.75 0.8	joha	0	653	616	546	346	582	546
347	Deni	FRUIT TREE	joha	joha	j o h a	j o h a	261	261	FRUIT.TREE				6 7 3 7	AXBZ	JUHA	3	3.J.C 3.U.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	joha	0	653	616	546	346	582	546
673	Jamamadi	FRUIT TREE	joha	joha/watama	j o h a	j o h a	261	261	FRUIT.TREE				6 7 3 7	AXBZ	JUHA	4	4.J.C 4.U.V 4.H.C 4.A.V	2.0 1.5 1.75 0.8	joha	0	653	616	546	346	582	546
674	Jamamadi	FRUIT TREE	watama	joha/watama	w a t a m a	w a t a m a	520	508	FRUIT.TREE				6 7 1 7 4 7	AXBYBZ	WATAMA	4	4.W.C 4.A.V 4.T.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	watama	0	658	621	551	347	587	551
972	Jarawara	FRUIT TREE	joha	joha/watama	j o h a	j o h a	261	261	FRUIT.TREE				6 7 3 7	AXBZ	JUHA	5	5.J.C 5.U.V 5.H.C 5.A.V	2.0 1.5 1.75 0.8	joha	0	653	616	546	346	582	546
973	Jarawara	FRUIT TREE	watama	joha/watama	w a t a m a	w a t a m a	520	508	FRUIT.TREE				6 7 1 7 4 7	AXBYBZ	WATAMA	5	5.W.C 5.A.V 5.T.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	watama	0	658	621	551	347	587	551
1330	Kulina	FRUIT TREE	joha	joha	j o h a	j o h a	261	261	FRUIT.TREE				6 7 3 7	AXBZ	JUHA	6	6.J.C 6.U.V 6.H.C 6.A.V	2.0 1.5 1.75 0.8	joha	0	653	616	546	346	582	546
1864	Sorowaha	FRUIT TREE	watama	watama	w a t a m a	w a t a m a	520	508	FRUIT.TREE				6 7 1 7 4 7	AXBYBZ	WATAMA	8	8.W.C 8.A.V 8.T.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	watama	0	658	621	551	347	587	551
69	Banawa	FRUIT VINE	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE				3 7 1 7 4 7	AXBYBZ	SAPUNU	2	2.S.C 2.A.V 2.P.C 2.U.V 2.N.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sabono	0	659	622	552	348	588	552
348	Deni	FRUIT VINE	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE				3 7 1 7 4 7	AXBYBZ	SAPUNU	3	3.S.C 3.A.V 3.P.C 3.U.V 3.N.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sabono	0	659	622	552	348	588	552
675	Jamamadi	FRUIT VINE	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE				3 7 1 7 4 7	AXBYBZ	SAPUNU	4	4.S.C 4.A.V 4.P.C 4.U.V 4.N.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sabono	0	659	622	552	348	588	552
974	Jarawara	FRUIT VINE	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE				3 7 1 7 4 7	AXBYBZ	SAPUNU	5	5.S.C 5.A.V 5.P.C 5.U.V 5.N.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sabono	0	659	622	552	348	588	552
1331	Kulina	FRUIT VINE	tsabono	tsabono	ts a b o n o	ts a b o n o	338	338	FRUIT.VINE				2 7 1 7 4 7	AXBYBZ	CAPUNU	6	6.C.C 6.A.V 6.P.C 6.U.V 6.N.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tsabono	0	663	622	552	348	588	552
975	Jarawara	FULL	moo	moo	m oː	m oː	1264	1264	FULL				4 7	AX	MU	5	5.M.C 5.U.V	2.0 1.5	moː	0	665	624	554	350	590	554
10225	Sorowaha	FULL	harunaru / habuku	habuku	h a b u k u	h a b u k u	801	758	FULL				3 7 1 7 1 7	AXBYBZ	HAPYKY	8	8.H.C 8.A.V 8.P.C 8.Y.V 8.K.C 8.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	habuku	0	667	626	556	352	592	556
10226	Sorowaha	FULL	harunaru / habuku	harunaru	h a r u n a r u	h a r u n a r u	802	759	FULL				3 7 5 7 4 7 5 7	AXBYBYBZ	HARYNARY	8	8.H.C 8.A.V 8.R.C 8.Y.V 8.N.C 8.A.V 8.R.C 8.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	harunaru	0	669	626	558	354	594	558
10227	Paumari	FULL	daiki / dʒiʔbiniki	dʒiʔbiniki	dʒ i ʔ b i n i k i	dʒ i ʔ b i n i k i	804	761	FULL				1 7 1 1 7 4 7 1 7	AXMBYBYBZ	TIHPINIKI	7	7.T.C 7.I.V 7.H.c 7.P.C 7.I.V 7.N.C 7.I.V 7.K.C 7.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	dʒiʔbiniki	0	666	625	555	351	591	555
10229	Paumari	FULL	daiki / dʒiʔbiniki	daiki	d ai k i	d ai k i	803	760	FULL				1 7 1 7	AXBZ	TAKI	7	7.T.C 7.A.V 7.K.C 7.I.V	2.0 1.5 1.75 0.8	daiki	0	668	627	553	353	593	553
10292	Arawa	FULL	tɨidi	tɨidi	t ɨi d i	t ɨi d i	840	797	FULL				1 7 1 7	AXBZ	TITI	1	1.T.C 1.I.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	tɨidi	0	664	623	553	349	589	553
70	Banawa	GAME (ANIMAL)	bani	bani	b a n i	b a n i	24	318	ANIMAL				1 7 4 7	AXBZ	PANI	2	2.P.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	bani	0	670	628	559	355	595	559
349	Deni	GAME (ANIMAL)	bani	bani	b a n i	b a n i	24	318	ANIMAL				1 7 4 7	AXBZ	PANI	3	3.P.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	bani	0	670	628	559	355	595	559
676	Jamamadi	GAME (ANIMAL)	bani	bani	b a n i	b a n i	24	318	ANIMAL				1 7 4 7	AXBZ	PANI	4	4.P.C 4.A.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	bani	0	670	628	559	355	595	559
976	Jarawara	GAME (ANIMAL)	bani	bani	b a n i	b a n i	24	318	ANIMAL				1 7 4 7	AXBZ	PANI	5	5.P.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	bani	0	670	628	559	355	595	559
1332	Kulina	GAME (ANIMAL)	bani	bani	b a n i	b a n i	24	318	ANIMAL				1 7 4 7	AXBZ	PANI	6	6.P.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	bani	0	670	628	559	355	595	559
877	Jamamadi	GARDEN	ɸadara	ɸadara	ɸ a d a r a	ɸ a d a r a	151	151	GARDEN				3 7 1 7 5 7	AXBYBZ	BATARA	4	4.B.C 4.A.V 4.T.C 4.A.V 4.R.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ɸadara	0	671	629	560	356	596	560
1240	Jarawara	GARDEN	ɸatara	ɸatara	ɸ a t a r a	ɸ a t a r a	151	151	GARDEN				3 7 1 7 5 7	AXBYBZ	BATARA	5	5.B.C 5.A.V 5.T.C 5.A.V 5.R.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ɸatara	0	671	629	560	356	596	560
1980	Sorowaha	GARDEN	hadaɾa	hadaɾa	h a d a ɾ a	h a d a ɾ a	151	151	GARDEN				3 7 1 7 5 7	AXBYBZ	HATARA	8	8.H.C 8.A.V 8.T.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hadaɾa	0	673	629	560	356	596	560
266	Banawa	GENIPA	ora	ora	o r a	o r a	147	147	GENIPAP				7 5 7	XBZ	URA	2	2.U.V 2.R.C 2.A.V	1.5 1.75 0.8	ora	0	674	630	561	357	597	561
605	Deni	GENIPA	ora	ora	o r a	o r a	147	147	GENIPAP				7 5 7	XBZ	URA	3	3.U.V 3.R.C 3.A.V	1.5 1.75 0.8	ora	0	674	630	561	357	597	561
873	Jamamadi	GENIPA	ora	ora	o r a	o r a	147	147	GENIPAP				7 5 7	XBZ	URA	4	4.U.V 4.R.C 4.A.V	1.5 1.75 0.8	ora	0	674	630	561	357	597	561
1237	Jarawara	GENIPA	ora	ora	o r a	o r a	147	147	GENIPAP				7 5 7	XBZ	URA	5	5.U.V 5.R.C 5.A.V	1.5 1.75 0.8	ora	0	674	630	561	357	597	561
1615	Kulina	GENIPA	oɾa	oɾa	o ɾ a	o ɾ a	147	147	GENIPAP				7 5 7	XBZ	URA	6	6.U.V 6.R.C 6.A.V	1.5 1.75 0.8	oɾa	0	674	630	561	357	597	561
471	Deni	GIVE	da	da	d a	d a - -	37	37	GIVE				1 7	AX	TA	3	3.T.C 3.A.V	2.0 1.5	da	0	675	631	562	358	598	562
1333	Kulina	GIVE	da / daka	da	d a	d a - -	37	37	GIVE				1 7	AX	TA	6	6.T.C 6.A.V	2.0 1.5	da	1	675	631	562	358	598	562
1334	Kulina	GIVE	da / daka	daka	d a k a	d a k a	37	37	GIVE				1 7 1 7	AXBZ	TAKA	6	6.T.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	daka	0	678	631	562	358	598	562
1664	Paumari	GIVE	da	da	d a	d a - -	37	37	GIVE				1 7	AX	TA	7	7.T.C 7.A.V	2.0 1.5	da	1	675	631	562	358	598	562
153	Banawa	GO	ka	ka	k a	k a - -	236	236	GO				1 7	AX	KA	2	2.K.C 2.A.V	2.0 1.5	ka	0	679	632	563	359	599	563
472	Deni	GO	kha / wahi	kha	kʰ a	kʰ a - -	236	236	GO				1 7	AX	KA	3	3.K.C 3.A.V	2.0 1.5	kʰa	0	679	632	563	359	599	563
473	Deni	GO	kha / wahi	wahi	w a h i	w a h i	236	236	GO				6 7 3 7	AXBZ	WAHI	3	3.W.C 3.A.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	wahi	0	686	636	570	360	606	570
758	Jamamadi	GO	ka	ka	k a	k a - -	236	236	GO				1 7	AX	KA	4	4.K.C 4.A.V	2.0 1.5	ka	0	679	632	563	359	599	563
1092	Jarawara	GO	ka	ka	k a	k a - -	236	236	GO				1 7	AX	KA	5	5.K.C 5.A.V	2.0 1.5	ka	0	679	632	563	359	599	563
1471	Kulina	GO	kʰani	kʰani	kʰ a n i	kʰ a n i	236	236	GO				1 7 4 7	AXBZ	KANI	6	6.K.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	kʰani	0	683	636	563	359	599	563
1737	Paumari	GO	aβa / kha	aβa	a β a	- a β a	535	525	GO				7 3 7	XBZ	ABA	7	7.A.V 7.B.C 7.A.V	1.5 1.75 0.8	aβa	0	684	637	568	359	604	568
1738	Paumari	GO	aβa / kha	kha	kʰ a	kʰ a - -	236	236	GO				1 7	AX	KA	7	7.K.C 7.A.V	2.0 1.5	kʰa	0	679	632	563	359	599	563
1906	Sorowaha	GO	gawa	gawa	g a w a	g a w a	535	525	GO				1 7 6 7	AXBZ	KAWA	8	8.K.C 8.A.V 8.W.C 8.A.V	2.0 1.5 1.75 0.8	gawa	0	685	637	563	359	604	563
2	Arawa	GOOD	amoza	amoza	a m o z a	a m o z a	8	8	BE.GOOD				7 4 7 3 7	XBYBZ	AMUSA	1	1.A.V 1.M.C 1.U.V 1.S.C 1.A.V	1.5 1.75 1.3 1.75 0.8	amoza	0	687	638	571	361	607	571
34	Banawa	GOOD	amosa	amosa	a m o s a	a m o s a	8	8	BE.GOOD				7 4 7 3 7	XBYBZ	AMUSA	2	2.A.V 2.M.C 2.U.V 2.S.C 2.A.V	1.5 1.75 1.3 1.75 0.8	amosa	0	687	638	571	361	607	571
301	Deni	GOOD	amotsʰi	amotsʰi	a m o tsʰ i	a m o tsʰ i	8	8	BE.GOOD				7 4 7 2 7	XBYBZ	AMUCI	3	3.A.V 3.M.C 3.U.V 3.C.C 3.I.V	1.5 1.75 1.3 1.75 0.8	amotsʰi	0	687	638	571	361	607	571
640	Jamamadi	GOOD	amosa	amosa	a m o s a	a m o s a	8	8	BE.GOOD				7 4 7 3 7	XBYBZ	AMUSA	4	4.A.V 4.M.C 4.U.V 4.S.C 4.A.V	1.5 1.75 1.3 1.75 0.8	amosa	0	687	638	571	361	607	571
914	Jarawara	GOOD	amosa	amosa	a m o s a	a m o s a	8	8	BE.GOOD				7 4 7 3 7	XBYBZ	AMUSA	5	5.A.V 5.M.C 5.U.V 5.S.C 5.A.V	1.5 1.75 1.3 1.75 0.8	amosa	0	687	638	571	361	607	571
10228	Paumari	GOOD	dʒaha / makʰani	dʒaha	dʒ a h a	dʒ a h a	806	763	BE.GOOD				1 7 3 7	AXBZ	TAHA	7	7.T.C 7.A.V 7.H.C 7.A.V	2.0 1.5 1.75 0.8	dʒaha	0	692	643	576	362	612	576
10230	Paumari	GOOD	dʒaha / makʰani	makʰani	m a kʰ a n i	m a kʰ a n i	805	762	BE.GOOD				4 7 1 7 4 7	AXBYBZ	MAKANI	7	7.M.C 7.A.V 7.K.C 7.A.V 7.N.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	makʰani	0	693	644	577	363	613	577
1617	Kulina	GOURD	paho	paho	p a h o	p a h o	152	152	GOURD				1 7 3 7	AXBZ	PAHU	6	6.P.C 6.A.V 6.H.C 6.U.V	2.0 1.5 1.75 0.8	paho	0	694	645	578	364	614	578
1823	Paumari	GOURD	βao	βao	β a o	β a - o	152	152	GOURD				3 7 7	AXZ	BAU	7	7.B.C 7.A.V 7.U.V	2.0 1.5 0.8	βao	0	695	645	579	365	614	579
523	Deni	GRANDCHILD	hinodini	hinodini	h i n o d i n i	h i n o d i n i	59	59	GRANDCHILD				3 7 4 7 1 7 4 7	AXBYBYBZ	HINUTINI	3	3.H.C 3.I.V 3.N.C 3.U.V 3.T.C 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hinodini	0	696	646	580	366	615	580
797	Jamamadi	GRANDCHILD	nodi	nodi	n o d i	- - n o d i - -	59	59	GRANDCHILD				4 7 1 7	AXBZ	NUTI	4	4.N.C 4.U.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	nodi	0	697	646	580	366	615	580
1147	Jarawara	GRANDCHILD	noti	noti	n o t i	- - n o t i - -	59	59	GRANDCHILD				4 7 1 7	AXBZ	NUTI	5	5.N.C 5.U.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	noti	0	697	646	580	366	615	580
1543	Kulina	GRANDCHILD	hinodi	hinodi	h i n o d i	h i n o d i - -	59	59	GRANDCHILD				3 7 4 7 1 7	AXBYBZ	HINUTI	6	6.H.C 6.I.V 6.N.C 6.U.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hinodi	0	696	646	580	366	615	580
1774	Paumari	GRANDCHILD	hanodi	hanodi	h a n o d i	h i n o d i - -	59	59	GRANDCHILD				3 7 4 7 1 7	AXBYBZ	HANUTI	7	7.H.C 7.A.V 7.N.C 7.U.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hanodi	0	696	646	580	366	615	580
1939	Sorowaha	GRANDCHILD	inidi	inidi	i n i d i	- i n i d i - -	59	59	GRANDCHILD				7 4 7 1 7	XBYBZ	INITI	8	8.I.V 8.N.C 8.I.V 8.T.C 8.I.V	1.5 1.75 1.3 1.75 0.8	inidi	0	696	646	580	366	615	580
197	Banawa	GRANDFATHER	idi	idi	i d i	i d i	72	72	GRANDFATHER				7 1 7	XBZ	ITI	2	2.I.V 2.T.C 2.I.V	1.5 1.75 0.8	idi	0	698	647	581	367	616	581
804	Jamamadi	GRANDFATHER	idi	idi	i d i	i d i	72	72	GRANDFATHER				7 1 7	XBZ	ITI	4	4.I.V 4.T.C 4.I.V	1.5 1.75 0.8	idi	0	698	647	581	367	616	581
1156	Jarawara	GRANDFATHER	iti	iti	i t i	i t i	72	72	GRANDFATHER				7 1 7	XBZ	ITI	5	5.I.V 5.T.C 5.I.V	1.5 1.75 0.8	iti	0	698	647	581	367	616	581
1553	Kulina	GRANDFATHER	idi	idi	i d i	i d i	72	72	GRANDFATHER				7 1 7	XBZ	ITI	6	6.I.V 6.T.C 6.I.V	1.5 1.75 0.8	idi	0	698	647	581	367	616	581
1335	Kulina	GRASS	dzɛɾo makʰa / dzɛɾo taapi	dzɛɾo makʰa	dz ɛ ɾ o + m a kʰ a	dz ɛ ɾ o + m a kʰ a	1266	4000 288	GRASS SNAKE				2 7 5 7 9 4 7 1 7	AXBZ_AXBZ	CERU_MAKA	6	6.C.C 6.E.V 6.R.C 6.U.V 6._._ 6.M.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	dzɛɾo+makʰa	0	701	650	584	369	619	584
