# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS
935	Jarawara	CHEST	baki	baki	b a k i	CHEST	21	21
1298	Kulina	CHEST	bakʰo	bakʰo	b a kʰ o	CHEST	21	21
#
10043	Sorowaha	CHICKEN	akaɾa	akaɾa	a k a ɾ a	CHICKEN	663	621
#
936	Jarawara	CHILD	inamatewe	inamatewe	i n a m a t e w e	CHILD	395	374
1299	Kulina	CHILD	ɛhɛdɛni	ɛhɛdɛni	ɛ h ɛ d ɛ n i	CHILD	396	375
#
218	Banawa	CHIN	anade	anade	a n a d e	CHIN	100	100
552	Deni	CHIN	anada	anada	a n a d a	CHIN	100	100
826	Jamamadi	CHIN	anade	anade	a n a d e	CHIN	100	100
1179	Jarawara	CHIN	anate	anate	a n a t e	CHIN	100	100
1574	Kulina	CHIN	anada	anada	a n a d a	CHIN	100	100
10094	Sorowaha	CHIN	zaɾadɨ	zaɾadɨ	z a ɾ a d ɨ	CHIN	724	672
#
10035	Sorowaha	CHOKE	aha	aha	a h a	CHOKE	655	614
#
1933	Sorowaha	CICADA	dieɾidieɾi / dʲɛɾidʲɛɾi	dieɾidieɾi	d ie ɾ i d ie ɾ i	CICADA	51	51
5006	Sorowaha	CICADA	dieɾidieɾi / dʲɛɾidʲɛɾi	dʲɛɾidʲɛɾi	dʲ ɛ ɾ i dʲ ɛ ɾ i	CICADA	51	51
5074	Kulina	CICADA	wahano	wahano	w a h a n o	CICADA	195	195
5075	Jarawara	CICADA	wahana	wahana	w a h a n a	CICADA	195	195
5076	Banawa	CICADA	wahana	wahana	w a h a n a	CICADA	195	195
5077	Jamamadi	CICADA	wahana	wahana	w a h a n a	CICADA	195	195
#
1963	Sorowaha	CLOTHES	tahɨ	tahɨ	t a h ɨ	unknown6	620	409
#
938	Jarawara	CLOUD	sabi	sabi	s a b i	CLOUD	506	491
1301	Kulina	CLOUD	mɛmɛ ɛtsʰɛ	mɛmɛ ɛtsʰɛ	m ɛ m ɛ + ɛ tsʰ ɛ	CLOUD	507	1001 1002
#
216	Banawa	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	COATI	96	96
548	Deni	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	COATI	96	96
824	Jamamadi	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	COATI	96	96
1177	Jarawara	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	COATI	96	96
1571	Kulina	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	COATI	96	96
5168	Sorowaha	COATI (COATIMUNDI)	baɾihini	baɾihini	b a ɾ i h i n i	COATI	556	549
#
5023	Sorowaha	COCKROACH	ʃʲuɾuhʷa	ʃʲuɾuhʷa	ʃʲ u ɾ u hʷ a	COCKROACH	444	427
#
286	Banawa	COLD	siri	siri	s i r i	BE.COLD	173	173
322	Deni	COLD	mimide	mimide	m i m i d e	COLD	572	368
625	Deni	COLD	tsʰirini	tsʰirini	tsʰ i r i n i	BE.COLD	173	173
895	Jamamadi	COLD	siri	siri	s i r i	BE.COLD	173	173
1258	Jarawara	COLD	siri	siri	s i r i	BE.COLD	173	173
1302	Kulina	COLD	tsʰiɾi	tsʰiɾi	tsʰ i ɾ i	COLD	573	560
1631	Kulina	COLD	tsiɾi	tsiɾi	ts i ɾ i	BE.COLD	173	173
#
5059	Sorowaha	COMB	maʃiɾi	maʃiɾi	m a ʃ i ɾ i	COMB	433	416
#
10078	Sorowaha	COME	sɨza	sɨza	s ɨ z a	COME	710	653
#
181	Banawa	COOK (SOMETHING)	kaha	kaha	k a h a	COOK	367	1117
509	Deni	COOK (SOMETHING)	kaʔa	kaʔa	k a ʔ a	COOK	367	1117
790	Jamamadi	COOK (SOMETHING)	kaha	kaha	k a h a	COOK	367	1117
1138	Jarawara	COOK (SOMETHING)	kaha	kaha	k a h a	COOK	367	1117
1535	Kulina	COOK (SOMETHING)	kaaɾi	kaaɾi	k aː ɾ i	COOK	549	540
#
323	Deni	CORPSE	abapo	abapo	a b a p o	CORPSE	574	561
#
324	Deni	CORRECT (RIGHT)	naniarini	naniarini	n a n i a r i n i	CORRECT	575	562
#
5096	Kulina	COTTON	wepe	wepe	w e p e	COTTON	199	199
5097	Jarawara	COTTON	waɸe	waɸe	w a ɸ e	COTTON	199	199
5098	Banawa	COTTON	waɸe	waɸe	w a ɸ e	COTTON	199	199
5099	Jamamadi	COTTON	weɸe	weɸe	w e ɸ e	COTTON	199	199
5100	Sorowaha	COTTON	wabɨ	wabɨ	w a b ɨ	COTTON	199	199
#
52	Banawa	COUGH	toho	toho	t o h o	COUGH	333	333
325	Deni	COUGH	thoho	thoho	t̪ʰ o h o	COUGH	333	333
658	Jamamadi	COUGH	toho	toho	t o h o	COUGH	333	333
940	Jarawara	COUGH	toho	toho	t o h o	COUGH	333	333
1304	Kulina	COUGH	t̪ʰoho	t̪ʰoho	t̪ʰ o h o	COUGH	333	333
1852	Sorowaha	COUGH	toho	toho	t o h o	COUGH	333	333
#
659	Jamamadi	CRAB	amo	amo	a m o	CRAB	7	7
1305	Kulina	CRAB	amo	amo	a m o	CRAB	7	7
5149	Sorowaha	CRAB	amu	amu	a m u	CRAB	7	7
#
5180	Sorowaha	CRICKET	kuubiʃʲa	kuubiʃʲa	k uː b i ʃʲ a	CRICKET	415	390
#
149	Banawa	CRY	ohi	ohi	o h i	CRY	304	304
465	Deni	CRY	ohi	ohi	o h i	CRY	304	304
754	Jamamadi	CRY	ohi	ohi	o h i	CRY	304	304
1089	Jarawara	CRY	ohi	ohi	o h i	CRY	304	304
1462	Kulina	CRY	ohi	ohi	o h i	CRY	304	304
#
5018	Sorowaha	CURASSOW	naasi	naasi	n aː s i	CURASSOW	446	429
#
150	Banawa	CUT	kaa / wisi	kaa	k aː	CUT	265	265
466	Deni	CUT	ka / witsʰi	ka	k a	CUT	265	265
755	Jamamadi	CUT	kaa / wisi	kaa	k aː	CUT	265	265
1090	Jarawara	CUT	kaa / wisi	kaa	k aː	CUT	265	265
1463	Kulina	CUT	ka / witsʰi / wishi	ka	k a	CUT	265	265
1464	Kulina	CUT	ka / witsʰi / wishi	witsʰi	w i tsʰ i	CUT	206	206
2004	Sorowaha	CUT	tija / wisi / wisikijaɾi	tija	t i j a	CUT	186	186
3978	Kulina	CUT	ti	ti	t i	CUT	186	186
5121	Kulina	CUT	ka / witsʰi / wishi	wishi	w i s h i	CUT	206	206
5122	Deni	CUT	ka / witsʰi	witsʰi	w i tsʰ i	CUT	206	206
5123	Jarawara	CUT	kaa / wisi	wisi	w i s i	CUT	206	206
5124	Banawa	CUT	kaa / wisi	wisi	w i s i	CUT	206	206
5125	Jamamadi	CUT	kaa / wisi	wisi	w i s i	CUT	206	206
5126	Sorowaha	CUT	tija / wisi / wisikijaɾi	wisi	w i s i	CUT	206	206
8006	Banawa	CUT	tii	tii	t i i	CUT	186	186
8007	Deni	CUT	tiri	tiri	t i r i	CUT	186	186
8008	Jamamadi	CUT	tii	tii	t i i	CUT	186	186
8009	Jarawara	CUT	tii	tii	t i i	CUT	186	186
10103	Sorowaha	CUT	tija / wisi / wisikijaɾi	wisikijaɾi	w i s i k i j a ɾ i	CUT	206	206
#
10050	Sorowaha	DARK	asa	asa	aː sʲ a	DARK	675	627
#
5034	Sorowaha	DAUGHTER	ahiḍini / zamuuni	ahiḍini	a h i ḍ i n i	OFFSPRING	442	425
8010	Banawa	DAUGHTER	to	to	t o	DAUGHTER	188	188
8011	Deni	DAUGHTER	to	to	t o	DAUGHTER	188	188
8012	Jamamadi	DAUGHTER	to	to	t o	DAUGHTER	188	188
8013	Jarawara	DAUGHTER	to	to	t o	DAUGHTER	188	188
10096	Sorowaha	DAUGHTER	ahiḍini / zamuuni	zamuuni	z a m uː n i	DAUGHTER	726	675
#
326	Deni	DAY (NOT NIGHT)	vada	vada	v a d a	DAY	576	563
941	Jarawara	DAY (NOT NIGHT)	jia	jia	j i a	DAY	577	564
#
10016	Sorowaha	DEAR	adjaɾi	adjaɾi	a d j a ɾ i	PRECIOUS	638	602
#
10064	Sorowaha	DEEP	kuwaɾu	kuwaɾu	k u w a ɾ u	DEEP	690	639
#
53	Banawa	DEER	badoe	badoe	b a d o e	DEER	214	214
327	Deni	DEER	bado	bado	b a d o	DEER	214	214
660	Jamamadi	DEER	bato	bato	b a t o	DEER	214	214
942	Jarawara	DEER	bato	bato	b a t o	DEER	214	214
1306	Kulina	DEER	bado	bado	b a d o	DEER	214	214
5021	Sorowaha	DEER	zuumi	zuumi	z uː m i	DEER	517	504
#
1465	Kulina	DIE	dzokʰɛ	dzokʰɛ	dz o kʰ ɛ	DIE	471	456
#
151	Banawa	DIG	wii	wii	w i i	DIG	1133	1133
467	Deni	DIG	wi	wi	w i	DIG	1133	1133
756	Jamamadi	DIG	wii	wii	w i i	DIG	1133	1133
1091	Jarawara	DIG	wii	wii	w i i	DIG	1133	1133
1466	Kulina	DIG	wi	wi	w i	DIG	1133	1133
#
330	Deni	DIRTY	kiri	kiri	k i r i	DIRTY	580	567
944	Jarawara	DIRTY	bisa / tohja	bisa	b i s a	DIRTY	14	14
945	Jarawara	DIRTY	bisa / tohja	tohja	t o h j a	DIRTY	392	372
1308	Kulina	DIRTY	oba	oba	o b a	DIRTY	579	566
10051	Sorowaha	DIRTY	asa / kasiikɨ	asa	a s a	DARK	676	627
10121	Sorowaha	DIRTY	asa / kasiikɨ	kasiikɨ	k a s iː k ɨ	DIRTY	743	705
#
613	Deni	DISAPPEAR	phiri	phiri	pʰ i r i	DISAPPEAR	159	159
10075	Sorowaha	DISAPPEAR	suwana	suwana	s u w a n a	DISAPPEAR	708	650
#
947	Jarawara	DOG	jomee	jomee	j o m eː	DOG	504	489
1309	Kulina	DOG	ɛt̪ʰɛ	ɛt̪ʰɛ	ɛ t̪ʰ ɛ	DOG	505	490
#
265	Banawa	DOOR	nokho	nokho	n o k h o	DOOR	146	146
604	Deni	DOOR	nokho	nokho	n o k h o	DOOR	146	146
872	Jamamadi	DOOR	nokobi	nokobi	n o k o b i	DOOR	146	146
1236	Jarawara	DOOR	nokho	nokho	n o k h o	DOOR	146	146
1614	Kulina	DOOR	nokʰobihi	nokʰobihi	n o kʰ o b i h i	DOOR	146	146
#
414	Deni	DOVE	okoko	okoko	o k o k o	PIGEON	306	306
550	Deni	DOVE	kamowa	kamowa	k a m o w a	DOVE.SP.	98	98
661	Jamamadi	DOVE	okoko	okoko	o k o k o	PIGEON	307	307
948	Jarawara	DOVE	okoko	okoko	o k o k o	PIGEON	307	307
1406	Kulina	DOVE	okoko	okoko	o k o k o	PIGEON	306	306
#
5070	Deni	DREAM	wadari	wadari	w a d a r i	DREAM	194	194
5071	Jarawara	DREAM	watari	watari	w a t a r i	DREAM	194	194
5072	Banawa	DREAM	wadari	wadari	w a d a r i	DREAM	194	194
5073	Sorowaha	DREAM	waɾa	waɾa	w a ɾ a	DREAM	194	194
10090	Sorowaha	DREAM	waɾamɨ	waɾamɨ	w a ɾ a m ɨ	DREAM	194	194
#
152	Banawa	DRINK	ɸawa	ɸawa	ɸ a w a	DRINK	315	315
468	Deni	DRINK	powa	powa	p o w a	DRINK	315	315
757	Jamamadi	DRINK	ɸawa	ɸawa	ɸ a w a	DRINK	315	315
1467	Kulina	DRINK	dzɛ	dzɛ	dz ɛ	DRINK	533	523
1905	Sorowaha	DRINK	hawɨ	hawɨ	h a w ɨ	DRINK	534	524
#
10087	Sorowaha	DROWN	ugunidʒa	ugunidʒa	u g u n i dʒ a	DROWN	719	661
#
55	Banawa	DRY	hoko	hoko	h o k o	DRY	234	234
331	Deni	DRY	hoko / kukutunade	hoko	h o k o	DRY	234	234
332	Deni	DRY	hoko / kukutunade	kukutunade	k u k u t u n a d e	DRY	518	505
662	Jamamadi	DRY	hokori	hokori	h o k o r i	DRY	234	234
949	Jarawara	DRY	hoko	hoko	h o k o	DRY	234	234
1310	Kulina	DRY	hoko	hoko	h o k o	DRY	234	234
5055	Sorowaha	DRY	gahu / kasɨɾu / kasakaɾi	gahu	g a h u	DRY	519	506
10112	Sorowaha	DRY	gahu / kasɨɾu / kasakaɾi	kasɨɾu	k a s ɨ ɾ u	DRY	735	698
10122	Sorowaha	DRY	gahu / kasɨɾu / kasakaɾi	kasakaɾi	k a s a k a ɾ i	DRY	735	698
#
10113	Sorowaha	DRY UP	kasɨ	kasɨ	k a s ɨ	DRY	736	698
#
950	Jarawara	DULL	toboro	toboro	t o b o r o	DULL	1236	1236
#
951	Jarawara	DUST	hobokori	hobokori	h o b o k o r i	DUST	1237	1237
#
128	Banawa	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	SMALL.EAGLE	272	272
281	Banawa	EAGLE OR HAWK	sibiria	sibiria	s i b i r i a	HARPY	168	168
621	Deni	EAGLE OR HAWK	tsʰibiri	tsʰibiri	tsʰ i b i r i	HARPY	168	168
890	Jamamadi	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	HARPY	168	168
1059	Jarawara	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	SMALL.EAGLE	272	272
1253	Jarawara	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	HARPY	168	168
1626	Kulina	EAGLE OR HAWK	tsibiɾi	tsibiɾi	ts i b i ɾ i	HARPY	168	168
1983	Sorowaha	EAGLE OR HAWK	sibiɾi	sibiɾi	s i b i ɾ i	HARPY	168	168
2005	Sorowaha	EAGLE OR HAWK	tobajaɾo	tobajaɾo	t o b a j a ɾ o	NIGHTHAWK	189	189
5051	Sorowaha	EAGLE OR HAWK	ʃibiɾi	ʃibiɾi	ʃ i b i ɾ i	HAWK	437	420
8027	Banawa	EAGLE OR HAWK	towero	towero	t o w e r o	NIGHTHAWK	189	189
8028	Jamamadi	EAGLE OR HAWK	tobejo	tobejo	t o b e j o	NIGHTHAWK	189	189
8029	Jarawara	EAGLE OR HAWK	tobero	tobero	t o b e r o	NIGHTHAWK	189	189
#
56	Banawa	EAR	warabi	warabi	w a r a b i	EAR	300	300
333	Deni	EAR	waribo	waribo	w a r i b o	EAR	300	300
952	Jarawara	EAR	narabi/warabi	narabi	n a r a b i	EAR	300	300
953	Jarawara	EAR	narabi/warabi	warabi	w a r a b i	EAR	300	300
1311	Kulina	EAR	aɾibo	aɾibo	a ɾ i b o	EAR	300	300
1856	Sorowaha	EAR	waɾoba	waɾoba	w a ɾ o b a	EAR	300	300
#
5047	Sorowaha	EARTH (SOIL)	aḍaha	aḍaha	a ḍ a h a	EARTH	1253	3
#
57	Banawa	EARTHWORM	somi	somi	s o m i	EARTHWORM	335	335
334	Deni	EARTHWORM	tsʰomi	tsʰomi	tsʰ o m i	EARTHWORM	335	335
663	Jamamadi	EARTHWORM	somi	somi	s o m i	EARTHWORM	335	335
954	Jarawara	EARTHWORM	somi	somi	s o m i	EARTHWORM	335	335
1312	Kulina	EARTHWORM	tsʰomi	tsʰomi	tsʰ o m i	EARTHWORM	335	335
1857	Sorowaha	EARTHWORM	somi /sʊʊmi	somi	s o m i	EARTHWORM	335	335
5189	Sorowaha	EARTHWORM	somi /sʊʊmi	sʊʊmi	s ʊː m i	EARTHWORM	335	335
#
469	Deni	EAT	kadapi / hao / komi	kadapi	k a d a p i	EAT	609	593
517	Deni	EAT	kadapi / hao / komi	hao	h a o	EAT	53	53
575	Deni	EAT	kadapi / hao / komi	komi	k o m i	SUCK	610	683
1468	Kulina	EAT	hipa	hipa	h i p a	EAT	608	592
1934	Sorowaha	EAT	hawa	hawa	h a w a	EAT	53	53
2457	Banawa	EAT	taɸa	taɸa	t a ɸ a	EAT	184	184
6847	Jarawara	EAT	taɸa	taɸa	t a ɸ a	EAT	184	184
9087	Jamamadi	EAT	taɸa	taɸa	t a ɸ a	EAT	184	184
#
10069	Sorowaha	EDGE	ʃɨɾɨmi	ʃɨɾɨmi	ʃ ɨ ɾ ɨ m i	EDGE	702	645
#
1313	Kulina	EGG	nɛpʰɛ	nɛpʰɛ	n ɛ pʰ ɛ	EGG	1254	1254
5054	Sorowaha	EGG	inʲahɨ	inʲahɨ	i nʲ a h ɨ	EGG	1255	1255
#
58	Banawa	ELECTRIC EEL	imati	imati	i m a t i	ELECTRIC.EEL	291	291
335	Deni	ELECTRIC EEL	minati	minati	m i n a t i	ELECTRIC.EEL	291	291
955	Jarawara	ELECTRIC EEL	imati	imati	i m a t i	ELECTRIC.EEL	291	291
1314	Kulina	ELECTRIC EEL	minati	minati	m i n a t i	ELECTRIC.EEL	291	291
5172	Sorowaha	ELECTRIC EEL	hʊʊsuti	hʊʊsuti	h ʊː s u t i	EEL	419	394
#
59	Banawa	EXCHANGE	manako	manako	m a n a k o	EXCHANGE	290	290
336	Deni	EXCHANGE	manako	manako	m a n a k o	EXCHANGE	290	290
664	Jamamadi	EXCHANGE	manako	manako	m a n a k o	EXCHANGE	290	290
956	Jarawara	EXCHANGE	manakone	manakone	m a n a k o n e	EXCHANGE	290	290
1315	Kulina	EXCHANGE	manako	manako	m a n a k o	EXCHANGE	290	290
#
1316	Kulina	EYE	nokʰo	nokʰo	n o kʰ o	EYE	1242	1242
#
10095	Sorowaha	EYEBROW	zubi sihini	zubi sihini	z u b i + s i h i n i	EYEBROW	725	673 674
#
64	Banawa	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248
339	Deni	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248
668	Jamamadi	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248
962	Jarawara	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248
1321	Kulina	FAECES (EXCREMENT)	ijo	ijo	i j o	FECES	248	248
1860	Sorowaha	FAECES (EXCREMENT)	ijo / iidʒu	ijo	i j o	FECES	248	248
5010	Sorowaha	FAECES (EXCREMENT)	ijo / iidʒu	iidʒu	iː dʒ u	FECES	248	248
#
470	Deni	FALL	sona	sona	s o n a	FALL	1240	1240
1469	Kulina	FALL	tsʰona / katoha	tsʰona	tsʰ o n a	FALL	1240	1240
1470	Kulina	FALL	tsʰona / katoha	katoha	k a t o h a	FALL	1241	1241
10083	Sorowaha	FALL	ubuɾi	ubuɾi	u b u ɾ i	FALL	715	658
#
60	Banawa	FAN (OBJECT)	bihi	bihi	b i h i	FAN	1238	1238
957	Jarawara	FAN (OBJECT)	bihi	bihi	b i h i	FAN	1238	1238
5190	Sorowaha	FAN (OBJECT)	saadʊwi	saadʊwi	s aː d ʊ w i	FAN	1239	507
#
337	Deni	FAR	vahini	vahini	v a h i n i	FAR	1243	1243
958	Jarawara	FAR	jabo	jabo	j a b o	FAR	1244	1244
1317	Kulina	FAR	wahi	wahi	w a h i	FAR	1243	1243
#
1597	Kulina	FAST	watsʰi	watsʰi	w a tsʰ i	unknown11	621	501
#
289	Banawa	FASTEN	soki	soki	s o k i	FASTEN	177	177
628	Deni	FASTEN	tsʰoki	tsʰoki	tsʰ o k i	FASTEN	177	177
897	Jamamadi	FASTEN	soki	soki	s o k i	FASTEN	177	177
1261	Jarawara	FASTEN	soki	soki	s o k i	FASTEN	177	177
1632	Kulina	FASTEN	tsʰokɛ	tsʰokɛ	tsʰ o k ɛ	FASTEN	177	177
#
89	Banawa	FAT (ORGANIC SUBSTANCE)	jahi	jahi	j a h i	FAT	1246	1246
689	Jamamadi	FAT (ORGANIC SUBSTANCE)	jahi	jahi	j a h i	FAT	1246	1246
999	Jarawara	FAT (ORGANIC SUBSTANCE)	jaha	jaha	j a h a	FAT	1246	1246
1318	Kulina	FAT (ORGANIC SUBSTANCE)	okinɛ	okinɛ	o k i n ɛ	FAT	1248	1248
5007	Sorowaha	FAT (ORGANIC SUBSTANCE)	amudzɨ	amudzɨ	a m u dz ɨ	FAT	1247	1247
#
61	Banawa	FATHER	abi	abi	a b i	FATHER	1	1
665	Jamamadi	FATHER	abi	abi	a b i	FATHER	1	1
959	Jarawara	FATHER	abi	abi	a b i	FATHER	1	1
1319	Kulina	FATHER	abi	abi	a b i	FATHER	1	1
1858	Sorowaha	FATHER	abi / ahadi	abi	a b i	FATHER	1	1
10036	Sorowaha	FATHER	abi / ahadi	ahadi	a h a d i	FATHER	656	615
#
10089	Sorowaha	FEAR (BE AFRAID)	uhunia	uhunia	u h u n ia	FEAR	721	663
#
1322	Kulina	FINGERNAIL	nokotsʰi	nokotsʰi	n o k o tsʰ i	FINGERNAIL	1250	685
#
10045	Sorowaha	FINISH	akuwa	akuwa	a k u w a	FINISH	665	623
#
65	Banawa	FIRE	jiɸo	jifo	j i f o	FIRE	259	259
340	Deni	FIRE	jipho	jipho	j i pʰ o	FIRE	259	259
669	Jamamadi	FIRE	jiɸo	jiɸo	j i ɸ o	FIRE	259	259
963	Jarawara	FIRE	jiɸo	jiɸo	j i ɸ o	FIRE	259	259
1323	Kulina	FIRE	jipʰo	jipʰo	j i pʰ o	FIRE	259	259
5144	Sorowaha	FIRE	abi	abi	a b i	FIRE	1251	1251
#
5165	Sorowaha	FIREFLY	aamuwa	aamuwa	aː m u w a	STAR	421	888
#
10008	Sorowaha	FIREWOOD	abi	abi	a b i	FIRE	630	1251
10023	Sorowaha	FIREWOOD	aga	aga	a g a	TREE	643	537
#
225	Banawa	FIRST	dai	dai	d a i	?	368	688
562	Deni	FIRST	tatide	tatide	t a t i d e	FIRST	563	552
834	Jamamadi	FIRST	dai	dai	d a i	?	368	688
1188	Jarawara	FIRST	tai	tai	t a i	?	368	688
1580	Kulina	FIRST	taʔidɛ	taʔidɛ	t a ʔ i d ɛ	FIRST	563	552
10110	Sorowaha	FIRST	kataawɨ	kataawɨ	k a t aː w ɨ	FIRST	733	687
#
66	Banawa	FISH	aba	aba	a b a	FISH	201	201
247	Banawa	FISH	korobo / siraba	korobo	k o r o b o	FISH	122	122
278	Banawa	FISH	korobo / siraba	siraba	s i r a b a	FISH	164	164
341	Deni	FISH	aba	aba	a b a	FISH	201	201
582	Deni	FISH	korobo	korobo	k o r o b o	FISH	122	122
670	Jamamadi	FISH	aba	aba	a b a	FISH	201	201
854	Jamamadi	FISH	korobo / siraba	korobo	k o r o b o	FISH	122	122
888	Jamamadi	FISH	korobo / siraba	siraba	s i r a b a	FISH	164	164
964	Jarawara	FISH	aba	aba	a b a	FISH	201	201
1214	Jarawara	FISH	korobo / siraba	korobo	k o r o b o	FISH	122	122
1250	Jarawara	FISH	korobo / siraba	siraba	s i r a b a	FISH	164	164
1324	Kulina	FISH	aba	aba	a b a	FISH	201	201
1596	Kulina	FISH	kʰoɾobo	kʰoɾobo	kʰ o ɾ o b o	FISH	122	122
1861	Sorowaha	FISH	aba	aba	a b a	FISH	201	201
5030	Sorowaha	FISH	aaba	aaba	aː b a	FISH	201	201
#
5038	Sorowaha	FISHHOOK	kabɨkana	kabɨkana	k a b ɨ k a n a	FISHHOOK	1256	1256
#
342	Deni	FIX	ta	ta	t a	FIX	45	45
#
5167	Sorowaha	FLAT	baaɾʲu	baaɾʲu	b aː ɾʲ u	FLAT	1257	1257
#
101	Banawa	FLESH OR MEAT	ime	ime	i m e	MEAT	250	250
387	Deni	FLESH OR MEAT	ima	ima	i m a	MEAT	250	250
701	Jamamadi	FLESH OR MEAT	ime	ime	i m e	MEAT	250	250
1014	Jarawara	FLESH OR MEAT	ime	ime	i m e	MEAT	250	250
1380	Kulina	FLESH OR MEAT	ima /bani mɛkʰɛ	bani mɛkʰɛ	b a n i + m ɛ kʰ ɛ	MEAT	523	512 0
1381	Kulina	FLESH OR MEAT	ima /bani mɛkʰɛ	ima	i m a	MEAT	250	250
1878	Sorowaha	FLESH OR MEAT	ime /ɨmɨ	ime	i m e	MEAT	250	250
5145	Sorowaha	FLESH OR MEAT	ime /ɨmɨ	ɨmɨ	ɨ m ɨ	MEAT	250	250
#
257	Banawa	FLOWER	mowe	mowe	m o w e	FLOWER	136	136
866	Jamamadi	FLOWER	mowe	mowe	m o w e	FLOWER	136	136
965	Jarawara	FLOWER	mowe	mowe	m o w e	FLOWER	136	136
1325	Kulina	FLOWER	mowɛ	mowɛ	m o w ɛ	FLOWER	136	136
1976	Sorowaha	FLOWER	mawa	mawa	m a w a	FLOWER	136	136
#
1986	Sorowaha	FLY	bihʲawa	bihʲawa	b i hʲ a w a	FLY	1258	1258
#
584	Deni	FLY (INSECT)	khorora	khorora	kʰ o r o r a	BLOWFLY	124	629
855	Jamamadi	FLY (INSECT)	korowi	korowi	k o r o w i	BLOWFLY	124	629
1215	Jarawara	FLY (INSECT)	korowiri	korowiri	k o r o w i r i	BLOWFLY	124	629
1970	Sorowaha	FLY (INSECT)	koɾoɾo	koɾoɾo	k o ɾ o ɾ o	BLOWFLY	124	629
#
966	Jarawara	FOG	hote	hote	h o t e	FOG	1259	1259
#
67	Banawa	FOOD	jamata / taɸe	jamata	j a m a t a	FOOD	255	255
671	Jamamadi	FOOD	jamata / taɸe	jamata	j a m a t a	FOOD	255	255
967	Jarawara	FOOD	jamata / taɸe	jamata	j a m a t a	FOOD	255	255
1326	Kulina	FOOD	jamatapa / tapaɾi	jamatapa	j a m a t a p a	FOOD	255	255
2003	Sorowaha	FOOD	aha	aha	a h a	FOOD	185	185
8014	Banawa	FOOD	jamata / taɸe	taɸe	t a ɸ e	FOOD	185	185
8015	Jamamadi	FOOD	jamata / taɸe	taɸe	t a ɸ e	FOOD	185	185
8016	Jarawara	FOOD	jamata / taɸe	taɸe	t a ɸ e	FOOD	185	185
8017	Kulina	FOOD	jamatapa / tapaɾi	tapaɾi	t a p a ɾ i	FOOD	185	185
10099	Sorowaha	FOOD	zaama hawaɾu	zaama hawaɾu	z aː m a + h a w aː ɾ u	THING	729	341 0
#
184	Banawa	FOOT	teme	teme	t e m e	FOOT	47	47
792	Jamamadi	FOOT	teme	teme	t e m e	FOOT	47	47
968	Jarawara	FOOT	tame / teme	tame	t a m e	FOOT	47	47
1141	Jarawara	FOOT	tame / teme	teme	t e m e	FOOT	47	47
1327	Kulina	FOOT	amoɾi	amoɾi	a m o ɾ i	FOOT	1260	1260
1932	Sorowaha	FOOT	dama	dama	d a m a	FOOT	47	47
10086	Sorowaha	FOOT	uḍɨ	uḍɨ	u ḍ ɨ	FOOT	717	660
#
343	Deni	FOREHEAD	atha	atha	a t h a	FOREHEAD	210	210
969	Jarawara	FOREHEAD	ate	ate	a t e	FOREHEAD	210	210
1862	Sorowaha	FOREHEAD	ata	ata	a t a	FOREHEAD	210	210
#
1328	Kulina	FOREST	dzama / jama	dzama	dz a m a	THING	341	341
1359	Kulina	FOREST	dzama / jama	jama	j a m a	THING	341	341
10027	Sorowaha	FOREST	aga hʊʊɾi	aga hʊʊɾi	a g a + h ʊː ɾ i	TREE INSIDE	647	537 1274
10100	Sorowaha	FOREST	zama	zama	z a m a	THING	341	341
#
10091	Sorowaha	FORGET	zuzugaɾi	zuzugaɾi	z u z u g a ɾ i	FORGET	722	664
#
51	Banawa	FRIEND	tase	tase	t a s e	COMPANION	332	332
657	Jamamadi	FRIEND	tese	tese	t e s e	COMPANION	332	332
939	Jarawara	FRIEND	tase	tase	t a s e	COMPANION	332	332
1303	Kulina	FRIEND	tɛtsʰɛ	tɛtsʰɛ	t ɛ tsʰ ɛ	COMPANION	332	332
#
344	Deni	FROG	boko / joiwa	boko	b o k o	FROG	31	31
345	Deni	FROG	boko / joiwa	joiwa	j o i w a	FROG	264	264
608	Deni	FROG	owawa	owawa	o w a w a	FROG.SP.	150	150
672	Jamamadi	FROG	boka	boka	b o k a	FROG	31	31
876	Jamamadi	FROG	owawa	owawa	o w a w a	FROG.SP.	150	150
970	Jarawara	FROG	jowi	jowi	j o w i	FROG	264	264
1560	Kulina	FROG	japʰaʔi	japʰaʔi	j a pʰ a ʔ i	FROG.SP.	84	84
