ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAIDS	LEXSTATIDS
1636	Paumari	ACAI PALM	parai	parai	p a r a i	AÇAÍ	311	311	1 7 5 7 7	AXBYZ	PARAI	6	6.P.C 6.A.V 6.R.C 6.A.V 6.I.V	2.0 1.5 1.75 1.3 0.8	parai	0	10	10
1839	Sorowaha	ACAI PALM	haɾami	haɾami	h a ɾ a m i	AÇAÍ	311	311	3 7 5 7 4 7	AXBYBZ	HARAMI	7	7.H.C 7.A.V 7.R.C 7.A.V 7.M.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	haɾami	0	10	10
10161	Deni	ACAI PALM	maraka	maraka	m a r a k a	AÇAÍ	311	311	4 7 5 7 1 7	AXBYBZ	MARAKA	2	2.M.C 2.A.V 2.R.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	maraka	0	10	11
283	Banawa	AGOUTI	sinama	sinama	s i n a m a	AGOUTI	170	170	3 7 4 7 4 7	AXBYBZ	SINAMA	1	1.S.C 1.I.V 1.N.C 1.A.V 1.M.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sinama	0	18	18
623	Deni	AGOUTI	tsʰinama	tsʰinama	tsʰ i n a m a	AGOUTI	170	170	2 7 4 7 4 7	AXBYBZ	CINAMA	2	2.C.C 2.I.V 2.N.C 2.A.V 2.M.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tsʰinama	0	18	18
892	Jamamadi	AGOUTI	sinama	sinama	s i n a m a	AGOUTI	170	170	3 7 4 7 4 7	AXBYBZ	SINAMA	3	3.S.C 3.I.V 3.N.C 3.A.V 3.M.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sinama	0	18	18
1255	Jarawara	AGOUTI	sinama	sinama	s i n a m a	AGOUTI	170	170	3 7 4 7 4 7	AXBYBZ	SINAMA	4	4.S.C 4.I.V 4.N.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sinama	0	18	18
1628	Kulina	AGOUTI	tsʰinama	tsʰinama	tsʰ i n a m a	AGOUTI	170	170	2 7 4 7 4 7	AXBYBZ	CINAMA	5	5.C.C 5.I.V 5.N.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tsʰinama	0	18	18
10159	Sorowaha	AGOUTI	inamɨ	inamɨ	i n a m ɨ	AGOUTI	170	170	7 4 7 4 7	XBYBZ	INAMI	7	7.I.V 7.N.C 7.A.V 7.M.C 7.I.V	1.5 1.75 1.3 1.75 0.8	inamɨ	0	18	18
10160	Paumari	AGOUTI	dʒaoʔoro	dʒaoʔoro	dʒ ao ʔ o r o	AGOUTI	762	725	1 7 1 7 5 7	AXBYBZ	TAHURU	6	6.T.C 6.A.V 6.H.C 6.U.V 6.R.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	dʒaoʔoro	0	19	19
898	Jarawara	ALL	naɸi	naɸi	n a ɸ i	ALL	1231	1231	4 7 3 7	AXBZ	NABI	4	4.N.C 4.A.V 4.B.C 4.I.V	2.0 1.5 1.75 0.8	naɸi	1	27	27
10080	Sorowaha	ALL	tumimaɾɨ	tumimaɾɨ	t u m i m a ɾ ɨ	ALL	712	655	1 7 4 7 4 7 5 7	AXBYBYBZ	TYMIMARI	7	7.T.C 7.Y.V 7.M.C 7.I.V 7.M.C 7.A.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tumimaɾɨ	0	26	30
10129	Deni	ALL	tuχirariʔa / hika	tuχirariʔa	t u χ i r a r i ʔ a	ALL	712	655	1 7 3 7 5 7 5 7 1 7	AXBYBYBYBZ	TYGIRARIHA	2	2.T.C 2.Y.V 2.G.C 2.I.V 2.R.C 2.A.V 2.R.C 2.I.V 2.H.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	tuχirariʔa	0	26	26
10130	Deni	ALL	tuχirariʔa / hika	hika	h i k a	ALL	749	712	3 7 1 7	AXBZ	HIKA	2	2.H.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	hika	0	29	31
10131	Paumari	ALL	hehaviki / hahavi	hahavi	h a h a v i	ALL	750	713	3 7 3 7 3 7	AXBYBZ	HAHABI	6	6.H.C 6.A.V 6.H.C 6.A.V 6.B.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hahavi	0	29	29
10132	Paumari	ALL	hehaviki / hahavi	hehaviki	h e h a v i k i	ALL	750	713	3 7 3 7 3 7 1 7	AXBYBYBZ	HEHABIKI	6	6.H.C 6.E.V 6.H.C 6.A.V 6.B.C 6.I.V 6.K.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hehaviki	0	29	29
10133	Kulina	ALL	wapima / bazima	wapima	w a p i m a	ALL	751	714	6 7 1 7 4 7	AXBYBZ	WAPIMA	5	5.W.C 5.A.V 5.P.C 5.I.V 5.M.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	wapima	0	28	28
10134	Kulina	ALL	wapima / bazima	bazima	b a z i m a	ALL	752	715	1 7 3 7 4 7	AXBYBZ	PASIMA	5	5.P.C 5.A.V 5.S.C 5.I.V 5.M.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bazima	0	28	28
629	Jamamadi	ALLIGATOR	ona	ona	o n a	ALLIGATOR	308	308	7 4 7	XBZ	UNA	3	3.U.V 3.N.C 3.A.V	1.5 1.75 0.8	ona	0	36	36
899	Jarawara	ALLIGATOR	ona	ona	o n a	ALLIGATOR	308	308	7 4 7	XBZ	UNA	4	4.U.V 4.N.C 4.A.V	1.5 1.75 0.8	ona	0	36	36
1835	Sorowaha	ALLIGATOR	ona	ona	o n a	ALLIGATOR	308	308	7 4 7	XBZ	UNA	7	7.U.V 7.N.C 7.A.V	1.5 1.75 0.8	ona	0	36	36
10162	Deni	ALLIGATOR	tukuzu	tukuzu	t u k u z u	ALLIGATOR	763	726	1 7 1 7 3 7	AXBYBZ	TYKYSY	2	2.T.C 2.Y.V 2.K.C 2.Y.V 2.S.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	tukuzu	0	35	35
10163	Kulina	ALLIGATOR	wama / tokozo	wama	w a m a	ALLIGATOR	764	727	6 7 4 7	AXBZ	WAMA	5	5.W.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	wama	0	37	37
10164	Kulina	ALLIGATOR	wama / tokozo	tokozo	t o k o z o	ALLIGATOR	763	726	1 7 1 7 3 7	AXBYBZ	TUKUSU	5	5.T.C 5.U.V 5.K.C 5.U.V 5.S.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tokozo	0	35	35
900	Jarawara	ANIMAL	bani	bani	b a n i	ANIMAL	318	318	1 7 4 7	AXBZ	PANI	4	4.P.C 4.A.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	bani	1	42	42
1262	Kulina	ANIMAL	bani / banitsiɾi	bani	b a n i	ANIMAL	318	318	1 7 4 7	AXBZ	PANI	5	5.P.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	bani	1	42	42
1263	Kulina	ANIMAL	bani / banitsiɾi	banitsiɾi	b a n i + ts i ɾ i	ANIMAL ?	318	318 492	1 7 4 7 9 2 7 5 7	AXBZ_AXBZ	PANI_CIRI	5	5.P.C 5.A.V 5.N.C 5.I.V 5._._ 5.C.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	bani+tsiɾi	0	42 44	42 44
1782	Paumari	ANIMAL	igitʰa	igitʰa	i g i tʰ a	ANIMAL	73	73	7 1 7 1 7	XBYBZ	IKITA	6	6.I.V 6.K.C 6.I.V 6.T.C 6.A.V	1.5 1.75 1.3 1.75 0.8	igitʰa	0	43	43
1944	Sorowaha	ANIMAL	igatɨ / iigʲatɨ	igatɨ	i g a t ɨ	ANIMAL	73	73	7 1 7 1 7	XBYBZ	IKATI	7	7.I.V 7.K.C 7.A.V 7.T.C 7.I.V	1.5 1.75 1.3 1.75 0.8	igatɨ	0	43	43
5157	Sorowaha	ANIMAL	igatɨ / iigʲatɨ	iigʲatɨ	iː gʲ a t ɨ	ANIMAL	73	73	7 1 7 1 7	XBYBZ	IKATI	7	7.I.V 7.K.C 7.A.V 7.T.C 7.I.V	1.5 1.75 1.3 1.75 0.8	iːgʲatɨ	0	43	43
10135	Deni	ANIMAL	bani	bani	b a n i	ANIMAL	318	318	1 7 4 7	AXBZ	PANI	2	2.P.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	bani	1	42	42
10139	Banawa	ANIMAL	bani	bani	b a n i	ANIMAL	318	318	1 7 4 7	AXBZ	PANI	1	1.P.C 1.A.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	bani	1	42	42
10140	Jamamadi	ANIMAL	bani	bani	b a n i	ANIMAL	318	318	1 7 4 7	AXBZ	PANI	3	3.P.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	bani	1	42	42
23	Banawa	ANT	jimo / maɸo	jimo	j i m o	ANT	227	227	6 7 4 7	AXBZ	JIMU	1	1.J.C 1.I.V 1.M.C 1.U.V	2.0 1.5 1.75 0.8	jimo	0	53	53
24	Banawa	ANT	jimo / maɸo	maɸo	m a ɸ o	ANT	358	344	4 7 3 7	AXBZ	MABU	1	1.M.C 1.A.V 1.B.C 1.U.V	2.0 1.5 1.75 0.8	maɸo	0	54	54
291	Deni	ANT	jomo / mapo	jomo	j o m o	ANT	227	227	6 7 4 7	AXBZ	JUMU	2	2.J.C 2.U.V 2.M.C 2.U.V	2.0 1.5 1.75 0.8	jomo	0	53	53
292	Deni	ANT	jomo / mapo	mapo	m a p o	ANT	358	344	4 7 1 7	AXBZ	MAPU	2	2.M.C 2.A.V 2.P.C 2.U.V	2.0 1.5 1.75 0.8	mapo	0	54	54
554	Deni	ANT	kaposhiri / meʔi	karakara	k a p o s h i r i	ANT.SP.	102	102	1 7 1 7 3 3 7 5 7	AXBYMBYBZ	KAPUSHIRI	2	2.K.C 2.A.V 2.P.C 2.U.V 2.S.c 2.H.C 2.I.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kaposhiri	0	55	57
596	Deni	ANT	kaposhiri / meʔi	meʔi	m e ʔ i	ANT.SP.	134	134	4 7 1 7	AXBZ	MEHI	2	2.M.C 2.E.V 2.H.C 2.I.V	2.0 1.5 1.75 0.8	meʔi	0	54	58
632	Jamamadi	ANT	maɸo	maɸo	m a ɸ o	ANT	358	344	4 7 3 7	AXBZ	MABU	3	3.M.C 3.A.V 3.B.C 3.U.V	2.0 1.5 1.75 0.8	maɸo	0	54	54
864	Jamamadi	ANT	meme / takasiri	meme	m e m e	ANT.SP.	134	134	4 7 4 7	AXBZ	MEME	3	3.M.C 3.E.V 3.M.C 3.E.V	2.0 1.5 1.75 0.8	meme	0	54	56
902	Jarawara	ANT	jimo / maɸo	jimo	j i m o	ANT	227	227	6 7 4 7	AXBZ	JIMU	4	4.J.C 4.I.V 4.M.C 4.U.V	2.0 1.5 1.75 0.8	jimo	0	53	53
903	Jarawara	ANT	jimo / maɸo	maɸo	m a ɸ o	ANT	358	344	4 7 3 7	AXBZ	MABU	4	4.M.C 4.A.V 4.B.C 4.U.V	2.0 1.5 1.75 0.8	maɸo	0	54	54
1226	Jarawara	ANT	mai / takasiri	mai	m a i	ANT.SP.	134	134	4 7 7	AXZ	MAI	4	4.M.C 4.A.V 4.I.V	2.0 1.5 0.8	mai	0	54	58
1265	Kulina	ANT	datsʰa	datsʰa	d a tsʰ a	ANT	359	353	1 7 2 7	AXBZ	TACA	5	5.T.C 5.A.V 5.C.C 5.A.V	2.0 1.5 1.75 0.8	datsʰa	0	55	55
1266	Kulina	ANT	jomo / mapo	jomo	j o m o	ANT	227	227	6 7 4 7	AXBZ	JUMU	5	5.J.C 5.U.V 5.M.C 5.U.V	2.0 1.5 1.75 0.8	jomo	0	53	53
1267	Kulina	ANT	jomo / mapo	mapo	m a p o	ANT	358	344	4 7 1 7	AXBZ	MAPU	5	5.M.C 5.A.V 5.P.C 5.U.V	2.0 1.5 1.75 0.8	mapo	0	54	54
1605	Kulina	ANT	mɛʔi	mɛʔi	m ɛ ʔ i	ANT.SP.	134	134	4 7 1 7	AXBZ	MEHI	5	5.M.C 5.E.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	mɛʔi	0	54	58
1634	Paumari	ANT	maɸo	maɸo	m a ɸ o	ANT	358	344	4 7 3 7	AXBZ	MABU	6	6.M.C 6.A.V 6.B.C 6.U.V	2.0 1.5 1.75 0.8	maɸo	0	54	54
1797	Paumari	ANT	kapohi	kapohi	k a p o h i	ANT.SP.	102	102	1 7 1 7 3 7	AXBYBZ	KAPUHI	6	6.K.C 6.A.V 6.P.C 6.U.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kapohi	0	55	57
1837	Sorowaha	ANT	dasaɾi	dasaɾi	d a s a ɾ i	ANT	359	353	1 7 3 7 5 7	AXBYBZ	TASARI	7	7.T.C 7.A.V 7.S.C 7.A.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	dasaɾi	0	55	55
1999	Jarawara	ANT	mai / takasiri	takasiri	t a k a s i r i	ANT.SP.	179	179	1 7 1 7 3 7 5 7	AXBYBYBZ	TAKASIRI	4	4.T.C 4.A.V 4.K.C 4.A.V 4.S.C 4.I.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	takasiri	0	55	55
2000	Jamamadi	ANT	meme / takasiri	takasiri	t a k a s i r i	ANT.SP.	179	179	1 7 1 7 3 7 5 7	AXBYBYBZ	TAKASIRI	3	3.T.C 3.A.V 3.K.C 3.A.V 3.S.C 3.I.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	takasiri	0	55	55
2001	Sorowaha	ANT	takasiɾi	takasiɾi	t a k a s i ɾ i	ANT.SP.	179	179	1 7 1 7 3 7 5 7	AXBYBYBZ	TAKASIRI	7	7.T.C 7.A.V 7.K.C 7.A.V 7.S.C 7.I.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	takasiɾi	0	55	55
438	Deni	ANT (SPECIES)	awitha	awitha	a w i t h a	SMALL.ANT.WITH.PAINFUL.BITE	15	15	7 6 7 1 3 7	XBYBCZ	AWITHA	2	2.A.V 2.W.C 2.I.V 2.T.C 2.H.C 2.A.V	1.5 1.75 1.3 1.75 1.5 0.8	awitha	0	75	75
729	Jamamadi	ANT (SPECIES)	awita	awita	a w i t a	SMALL.ANT.WITH.PAINFUL.BITE	15	15	7 6 7 1 7	XBYBZ	AWITA	3	3.A.V 3.W.C 3.I.V 3.T.C 3.A.V	1.5 1.75 1.3 1.75 0.8	awita	0	75	75
1432	Kulina	ANT (SPECIES)	awit̪ʰa	awit̪ʰa	a w i t̪ʰ a	SMALL.ANT.WITH.PAINFUL.BITE	15	15	7 6 7 1 7	XBYBZ	AWITA	5	5.A.V 5.W.C 5.I.V 5.T.C 5.A.V	1.5 1.75 1.3 1.75 0.8	awit̪ʰa	0	75	75
25	Banawa	ANTEATER	modo	modo	m o d o	ANTEATER	294	294	4 7 1 7	AXBZ	MUTU	1	1.M.C 1.U.V 1.T.C 1.U.V	2.0 1.5 1.75 0.8	modo	0	79	79
293	Deni	ANTEATER	modo	modo	m o d o	ANTEATER	294	294	4 7 1 7	AXBZ	MUTU	2	2.M.C 2.U.V 2.T.C 2.U.V	2.0 1.5 1.75 0.8	modo	0	79	79
633	Jamamadi	ANTEATER	modo	modo	m o d o	ANTEATER	294	294	4 7 1 7	AXBZ	MUTU	3	3.M.C 3.U.V 3.T.C 3.U.V	2.0 1.5 1.75 0.8	modo	0	79	79
904	Jarawara	ANTEATER	moto	moto	m o t o	ANTEATER	294	294	4 7 1 7	AXBZ	MUTU	4	4.M.C 4.U.V 4.T.C 4.U.V	2.0 1.5 1.75 0.8	moto	0	79	79
1268	Kulina	ANTEATER	modo	modo	m o d o	ANTEATER	294	294	4 7 1 7	AXBZ	MUTU	5	5.M.C 5.U.V 5.T.C 5.U.V	2.0 1.5 1.75 0.8	modo	0	79	79
1549	Kulina	ANTEATER	hojawa	hojawa	h o j a w a	ANTEATER	65	65	3 7 6 7 6 7	AXBYBZ	HUJAWA	5	5.H.C 5.U.V 5.J.C 5.A.V 5.W.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hojawa	0	80	82
1778	Paumari	ANTEATER	hiβa	hiβa	h i β a	ANTEATER	65	65	3 7 3 7	AXBZ	HIBA	6	6.H.C 6.I.V 6.B.C 6.A.V	2.0 1.5 1.75 0.8	hiβa	0	80	80
5003	Sorowaha	ANTEATER	dʒukitɛɾidʒa	dʒukitɛɾidʒa	dʒ u k i t ɛ ɾ i dʒ a	ANTEATER	1227	1227	1 7 1 7 1 7 5 7 1 7	AXBYBYBYBZ	TYKITERITA	7	7.T.C 7.Y.V 7.K.C 7.I.V 7.T.C 7.E.V 7.R.C 7.I.V 7.T.C 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	dʒukitɛɾidʒa	0	81	81
10020	Sorowaha	ANUS	ad̥ini	ad̥ini	a d̥ i n i	ANUS	640	603	7 1 7 4 7	XBYBZ	ATINI	7	7.A.V 7.T.C 7.I.V 7.N.C 7.I.V	1.5 1.75 1.3 1.75 0.8	ad̥ini	0	88	88
634	Jamamadi	APUNÃ	baro	baro	b a r o	APUNÃ	320	320	1 7 5 7	AXBZ	PARU	3	3.P.C 3.A.V 3.R.C 3.U.V	2.0 1.5 1.75 0.8	baro	1	90	90
905	Jarawara	APUNÃ	baro	baro	b a r o	APUNÃ	320	320	1 7 5 7	AXBZ	PARU	4	4.P.C 4.A.V 4.R.C 4.U.V	2.0 1.5 1.75 0.8	baro	1	90	90
5104	Paumari	ARACUÃ	βarataoko	βarataoko	β a r a t a o k o	CHACHALACA	431	414	3 7 5 7 1 7 7 1 7	AXBYBYYBZ	BARATAUKU	6	6.B.C 6.A.V 6.R.C 6.A.V 6.T.C 6.A.V 6.U.V 6.K.C 6.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	βarataoko	0	93	94
5105	Kulina	ARACUÃ	warakaja	warakaja	w a r a k a j a	CHACHALACA	201	201	6 7 5 7 1 7 6 7	AXBYBYBZ	WARAKAJA	5	5.W.C 5.A.V 5.R.C 5.A.V 5.K.C 5.A.V 5.J.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	warakaja	0	93	93
26	Banawa	ARAUNÃ	abajaro	abajaro	a b a + j a r o	? ARAUNÃ	321	6000 321	7 1 7 9 6 7 5 7	XBZ_AXBZ	APA_JARU	1	1.A.V 1.P.C 1.A.V 1._._ 1.J.C 1.A.V 1.R.C 1.U.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	aba+jaro	0	96 97	96 97
635	Jamamadi	ARAUNÃ	bajaro	bajaro	b a j a r o	ARAUNÃ	321	321	1 7 6 7 5 7	AXBYBZ	PAJARU	3	3.P.C 3.A.V 3.J.C 3.A.V 3.R.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	bajaro	0	97	97
906	Jarawara	ARAUNÃ	bajaro	bajaro	b a j a r o	ARAUNÃ	321	321	1 7 6 7 5 7	AXBYBZ	PAJARU	4	4.P.C 4.A.V 4.J.C 4.A.V 4.R.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	bajaro	0	97	97
1635	Paumari	ARAUNÃ	bajara	bajara	b a j a r a	ARAUNÃ	321	321	1 7 6 7 5 7	AXBYBZ	PAJARA	6	6.P.C 6.A.V 6.J.C 6.A.V 6.R.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bajara	0	97	97
1838	Sorowaha	ARAUNÃ	aba majaɾo	aba majaɾo	a b a + m a j a ɾ o	? ARAUNÃ	321	6000 321	7 1 7 9 4 7 6 7 5 7	XBZ_AXBYBZ	APA_MAJARU	7	7.A.V 7.P.C 7.A.V 7._._ 7.M.C 7.A.V 7.J.C 7.A.V 7.R.C 7.U.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	aba+majaɾo	0	96 97	96 97
294	Deni	ARM	bihi	bihi	b i h i	ARM	322	322	1 7 3 7	AXBZ	PIHI	2	2.P.C 2.I.V 2.H.C 2.I.V	2.0 1.5 1.75 0.8	bihi	0	104	104
1269	Kulina	ARM	bihi	bihi	b i h i	ARM	322	322	1 7 3 7	AXBZ	PIHI	5	5.P.C 5.I.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	bihi	0	104	104
559	Deni	ARMADILLO	itsiʔi	itsiʔi	i ts i ʔ i	ARMADILLO	107	107	7 2 7 1 7	XBYBZ	ICIHI	2	2.I.V 2.C.C 2.I.V 2.H.C 2.I.V	1.5 1.75 1.3 1.75 0.8	itsiʔi	0	107	107
1185	Jarawara	ARMADILLO	isi	isi	i s i	ARMADILLO	107	107	7 3 7	XBZ	ISI	4	4.I.V 4.S.C 4.I.V	1.5 1.75 0.8	isi	1	107	107
1956	Sorowaha	ARMADILLO	kisima / bʋʋɟu / ciʃimʲa	kisima	k i s i m a	ARMADILLO	107	107	1 7 3 7 4 7	AXBYBZ	KISIMA	7	7.K.C 7.I.V 7.S.C 7.I.V 7.M.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kisima	0	107	107
1995	Sorowaha	ARMADILLO	kisima / bʋʋɟu / ciʃimʲa	bʋʋɟu	b ʋː ɟ u	ARMADILLO	286	112	1 6 1 7	AXBZ	PWCY	7	7.P.C 7.W.V 7.C.C 7.Y.V	2.0 1.5 1.75 0.8	bʋːɟu	0	108	108
5154	Sorowaha	ARMADILLO	kisima / bʋʋɟu / ciʃimʲa	ciʃimʲa	c i ʃ i mʲ a	ARMADILLO	107	107	1 7 3 7 4 7	AXBYBZ	CISIMA	7	7.C.C 7.I.V 7.S.C 7.I.V 7.M.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ciʃimʲa	0	107	107
1989	Sorowaha	ARROW	tɨbɨ	tɨbɨ	t ɨ b ɨ	ARROW	353	124	1 7 1 7	AXBZ	TIPI	7	7.T.C 7.I.V 7.P.C 7.I.V	2.0 1.5 1.75 0.8	tɨbɨ	0	113	113
1270	Kulina	ASH	okonɛ	okonɛ	o k o n ɛ	ASH	354	155	7 1 7 4 7	XBYBZ	UKUNE	5	5.U.V 5.K.C 5.U.V 5.N.C 5.E.V	1.5 1.75 1.3 1.75 0.8	okonɛ	0	115	117
10136	Deni	ASH	ununi	ununi	u n u n i	ASH	354	155	7 4 7 4 7	XBYBZ	YNYNI	2	2.Y.V 2.N.C 2.Y.V 2.N.C 2.I.V	1.5 1.75 1.3 1.75 0.8	ununi	0	115	115
10137	Jarawara	ASH	nakosiri / hobokori	nakosiri	n a k o s i r i	ASH	752	715	4 7 1 7 3 7 5 7	AXBYBYBZ	NAKUSIRI	4	4.N.C 4.A.V 4.K.C 4.U.V 4.S.C 4.I.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nakosiri	0	116	116
10138	Jarawara	ASH	nakosiri / hobokori	hobokori	h o b o k o r i	ASH	752	715	3 7 1 7 1 7 5 7	AXBYBYBZ	HUPUKURI	4	4.H.C 4.U.V 4.P.C 4.U.V 4.K.C 4.U.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hobokori	1	117	118
603	Deni	AWAKE	nokho	nokho	n o kʰ o	AWAKE	145	145	4 7 1 7	AXBZ	NUKU	2	2.N.C 2.U.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	nokʰo	0	120	120
1235	Jarawara	AWAKE	noko	noko	n o k o	AWAKE	145	145	4 7 1 7	AXBZ	NUKU	4	4.N.C 4.U.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	noko	0	120	120
1613	Kulina	AWAKE	nokʰo	nokʰo	n o kʰ o	AWAKE	145	145	4 7 1 7	AXBZ	NUKU	5	5.N.C 5.U.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	nokʰo	0	120	120
1822	Paumari	AWAKE	nokho	nokho	n o kʰ o	AWAKE	145	145	4 7 1 7	AXBZ	NUKU	6	6.N.C 6.U.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	nokʰo	0	120	120
28	Banawa	AXE	bari	bari	b a r i	AXE	217	217	1 7 5 7	AXBZ	PARI	1	1.P.C 1.A.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	bari	0	125	125
295	Deni	AXE	bari	bari	b a r i	AXE	217	217	1 7 5 7	AXBZ	PARI	2	2.P.C 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	bari	0	125	125
637	Jamamadi	AXE	bari	bari	b a r i	AXE	217	217	1 7 5 7	AXBZ	PARI	3	3.P.C 3.A.V 3.R.C 3.I.V	2.0 1.5 1.75 0.8	bari	0	125	125
908	Jarawara	AXE	bari	bari	b a r i	AXE	217	217	1 7 5 7	AXBZ	PARI	4	4.P.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	bari	0	125	125
3457	Kulina	AXE	dzami / baɾi	dzami	dz a m i	AXE	180	5	2 7 4 7	AXBZ	CAMI	5	5.C.C 5.A.V 5.M.C 5.I.V	2.0 1.5 1.75 0.8	dzami	0	126	126
4567	Kulina	AXE	dzami / baɾi	baɾi	b a ɾ i	AXE	217	217	1 7 5 7	AXBZ	PARI	5	5.P.C 5.A.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8	baɾi	0	125	125
5166	Sorowaha	AXE	baaɾi	baaɾi	b aː ɾ i	AXE	217	217	1 7 5 7	AXBZ	PARI	7	7.P.C 7.A.V 7.R.C 7.I.V	2.0 1.5 1.75 0.8	baːɾi	0	125	125
531	Deni	BACK	ide	ide	i d e	BACK	71	71	7 1 7	XBZ	ITE	2	2.I.V 2.T.C 2.E.V	1.5 1.75 0.8	ide	0	133	133
1272	Kulina	BACK	nat̪ʰi / idɛ	nat̪ʰi	n a t̪ʰ i	BACK	323	323	4 7 1 7	AXBZ	NATI	5	5.N.C 5.A.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	nat̪ʰi	0	133	135
1552	Kulina	BACK	nat̪ʰi / idɛ	idɛ	i d ɛ	BACK	71	71	7 1 7	XBZ	ITE	5	5.I.V 5.T.C 5.E.V	1.5 1.75 0.8	idɛ	0	133	133
1781	Paumari	BACK	ida	ida	i d a	BACK	71	71	7 1 7	XBZ	ITA	6	6.I.V 6.T.C 6.A.V	1.5 1.75 0.8	ida	0	133	133
10165	Sorowaha	BACK	isi	isi	i s i	BACK	71	71	7 3 7	XBZ	ISI	7	7.I.V 7.S.C 7.I.V	1.5 1.75 0.8	isi	0	135	136
10166	Jarawara	BACK	bari	bari	b a r i	BACK	765	728	1 7 5 7	AXBZ	PARI	4	4.P.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	bari	1	134	134
296	Deni	BACURI	boti	boti	b o t i	BACURI	29	29	1 7 1 7	AXBZ	PUTI	2	2.P.C 2.U.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	boti	1	140	140
