ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Segment_Slice
Jarawara-390_say-1-1,Jarawara-390_say-1,ati,211,false,expert,,a t - i,SCA,,1
Kulina-390_say-1-1,Kulina-390_say-1,na,469,false,expert,,n a,SCA,,1
Amarakaeri-390_say-1-1,Amarakaeri-390_say-1,aʔ,877,false,expert,,a ʔ,SCA,,1
Jarawara-393_scratch-1-1,Jarawara-393_scratch-1,bisi,468,false,expert,,b i s i,SCA,,1
Kulina-393_scratch-1-1,Kulina-393_scratch-1,kʰiɾi,282,false,expert,,kʰ i ɾ - - i,SCA,,1
Paumari-393_scratch-1-1,Paumari-393_scratch-1,hirihiri,282,false,expert,,h i r - - i,SCA,,1
Paumari-393_scratch-1-2,Paumari-393_scratch-1,hirihiri,282,false,expert,,,SCA,,2
Sorowaha-393_scratch-1-1,Sorowaha-393_scratch-1,kiɾika,282,false,expert,,k i ɾ i k a,SCA,,1
ProtoArawan-393_scratch-1-1,ProtoArawan-393_scratch-1,khiri,282,false,expert,,kʰ i r - - i,SCA,,1
Jarawara-444_split-1-1,Jarawara-444_split-1,jara,1234,false,expert,,j a r a,SCA,,1
Jarawara-444_split-2-1,Jarawara-444_split-2,sibi,1235,false,expert,,s i b i,SCA,,1
Jarawara-541_weexclusive-1-1,Jarawara-541_weexclusive-1,ota,467,false,expert,,o t a,SCA,,1
Jarawara-542_weinclusive-1-1,Jarawara-542_weinclusive-1,e,466,false,expert,,e,SCA,,1
Jarawara-545_wet-1-1,Jarawara-545_wet-1,aɸi,2,false,expert,,a - ɸ i,SCA,,1
Paumari-545_wet-1-1,Paumari-545_wet-1,aʔba,2,false,expert,,a ʔ ɓ a,SCA,,1
ProtoArawan-545_wet-1-1,ProtoArawan-545_wet-1,aɓi,2,false,expert,,a - ɓ i,SCA,,1
Jarawara-564_youtwo-1-1,Jarawara-564_youtwo-1,te,465,false,expert,,t e -,SCA,,1
Kulina-564_youtwo-1-1,Kulina-564_youtwo-1,tia,465,false,expert,,t i a,SCA,,1
Jarawara-563_you-1-1,Jarawara-563_you-1,tiwa,464,false,expert,,t i w a,SCA,,1
Kulina-563_you-1-1,Kulina-563_you-1,tia,464,false,expert,,t i - a,SCA,,1
Sorowaha-563_you-1-1,Sorowaha-563_you-1,taa,399,false,expert,,t aː,SCA,,1
Amarakaeri-563_you-1-1,Amarakaeri-563_you-1,on,848,false,expert,,o n,SCA,,1
Jarawara-74_cangati-1-1,Jarawara-74_cangati-1,moro,689,false,expert,,m o r o,SCA,,1
Jarawara-461_strongtaste-1-1,Jarawara-461_strongtaste-1,sina,412,false,expert,,s i n a,SCA,,1
Jarawara-257_lightignite-1-1,Jarawara-257_lightignite-1,oja,410,false,expert,,- - o j a,SCA,,1
Paumari-257_lightignite-1-1,Paumari-257_lightignite-1,oji,410,false,expert,,- - o j i,SCA,,1
Jarawara-1_abiu-1-1,Jarawara-1_abiu-1,sowa,1229,false,expert,,s o w a,SCA,,1
Kulina-1_abiu-1-1,Kulina-1_abiu-1,waitso,1230,false,expert,,w a i ts - - o,SCA,,1
Deni-1_abiu-1-1,Deni-1_abiu-1,vatsuma,1230,false,expert,,v a - ts u m a,SCA,,1
Sorowaha-1_abiu-1-1,Sorowaha-1_abiu-1,watama,1230,false,expert,,w a - t a m a,SCA,,1
Jarawara-81_caterpillar-1-1,Jarawara-81_caterpillar-1,wakari,700,false,expert,,w a k a r i,SCA,,1
Sorowaha-81_caterpillar-1-1,Sorowaha-81_caterpillar-1,zaamakusa,341,false,expert,,z aː m a,SCA,,1
Sorowaha-81_caterpillar-1-2,Sorowaha-81_caterpillar-1,zaamakusa,600,false,expert,,k u s a,SCA,,2
Kulina-20_ash-1-1,Kulina-20_ash-1,okonɛ,155,false,expert,,o k o n ɛ,SCA,,1
Deni-20_ash-1-1,Deni-20_ash-1,ununi,155,false,expert,,u n u n i,SCA,,1
Jarawara-20_ash-1-1,Jarawara-20_ash-1,nakosiri,715,false,expert,,n a k o s i r i,SCA,,1
Jarawara-20_ash-2-1,Jarawara-20_ash-2,hobokori,715,false,expert,,h o b o k o r i,SCA,,1
Kulina-37_because-1-1,Kulina-37_because-1,hini,355,false,expert,,h i n i,SCA,,1
Kulina-43_beloworunder-1-1,Kulina-43_beloworunder-1,nami,298,false,expert,,n a m i,SCA,,1
Kulina-134_egg-1-1,Kulina-134_egg-1,nɛpʰɛ,360,false,expert,,n ɛ pʰ - - - - ɛ,SCA,,1
Sorowaha-134_egg-1-1,Sorowaha-134_egg-1,inʲahɨ,1255,false,expert,,i nʲ a h ɨ,SCA,,1
Paumari-134_egg-1-1,Paumari-134_egg-1,χoχoro,745,false,expert,,χ o χ o r o,SCA,,1
Paumari-134_egg-2-1,Paumari-134_egg-2,naɸani,360,false,expert,,n a ɸ a - - n i,SCA,,1
Deni-134_egg-1-1,Deni-134_egg-1,naɸani,360,false,expert,,n a ɸ a - - n i,SCA,,1
Arawa-134_egg-1-1,Arawa-134_egg-1,nafarina,360,false,expert,,n a f a r i n a,SCA,,1
Amarakaeri-134_egg-1-1,Amarakaeri-134_egg-1,knda,879,false,expert,,k n d a,SCA,,1
Kanamari-134_egg-1-1,Kanamari-134_egg-1,pu,596,false,expert,,p u,SCA,,1
ProtoArawan-134_egg-1-1,ProtoArawan-134_egg-1,napha,360,false,expert,,n a pʰ - - - - a,SCA,,1
Kulina-137_eye-1-1,Kulina-137_eye-1,nokʰo,1242,false,expert,,n o kʰ o,SCA,,1
Paumari-137_eye-1-1,Paumari-137_eye-1,nokʰo,1242,false,expert,,n o kʰ o,SCA,,1
Deni-137_eye-1-1,Deni-137_eye-1,nukʰu,1242,false,expert,,n u kʰ u,SCA,,1
Jarawara-137_eye-1-1,Jarawara-137_eye-1,noki,1242,false,expert,,n o k i,SCA,,1
Sorowaha-137_eye-1-1,Sorowaha-137_eye-1,zubi,673,false,expert,,z u b i,SCA,,1
Katawishi-137_eye-1-1,Katawishi-137_eye-1,ørada,802,false,expert,,ø r a d a,SCA,,1
Kanamari-137_eye-1-1,Kanamari-137_eye-1,iku,922,false,expert,,i k u,SCA,,1
Katawishi-137_eye-2-1,Katawishi-137_eye-2,lada,802,false,expert,,- l a d a,SCA,,1
Kulina-150_fingernail-1-1,Kulina-150_fingernail-1,nokotsʰi,685,false,expert,,n o k o tsʰ - - i,SCA,,1
Deni-150_fingernail-1-1,Deni-150_fingernail-1,nukʰuʃini,685,false,expert,,n u kʰ u ʃ i n i,SCA,,1
Jarawara-150_fingernail-1-1,Jarawara-150_fingernail-1,jehe atari,83,false,expert,,j e h - - e,SCA,,1
Jarawara-150_fingernail-1-2,Jarawara-150_fingernail-1,jehe atari,208,false,expert,,- a t a r i,SCA,,2
Paumari-150_fingernail-1-1,Paumari-150_fingernail-1,ʔdamai kanakoʔdini,752,false,expert,,ʔ d a m ai,SCA,,1
Paumari-150_fingernail-1-2,Paumari-150_fingernail-1,ʔdamai kanakoʔdini,754,false,expert,,k a n a k o ʔ d i n i,SCA,,2
Deni-150_fingernail-2-1,Deni-150_fingernail-2,saʔai kanakoʔdini,752,false,expert,,s - a ʔ ai,SCA,,1
Deni-150_fingernail-2-2,Deni-150_fingernail-2,saʔai kanakoʔdini,753,false,expert,,k a n a k o ʔ d i n i,SCA,,2
Amarakaeri-150_fingernail-1-1,Amarakaeri-150_fingernail-1,mbaʔku,855,false,expert,,m/b a ʔ,SCA,,1
Amarakaeri-150_fingernail-1-2,Amarakaeri-150_fingernail-1,mbaʔku,875,false,expert,,k u,SCA,,2
Kulina-168_forest-1-1,Kulina-168_forest-1,dzama,341,false,expert,,dz a m a,SCA,,1
Kulina-168_forest-2-1,Kulina-168_forest-2,jama,341,false,expert,,j a m a,SCA,,1
Sorowaha-168_forest-1-1,Sorowaha-168_forest-1,aga hʊʊɾi,537,false,expert,,a g a,SCA,,1
Sorowaha-168_forest-1-2,Sorowaha-168_forest-1,aga hʊʊɾi,1274,false,expert,,h ʊː ɾ i,SCA,,2
Sorowaha-168_forest-2-1,Sorowaha-168_forest-2,zama,341,false,expert,,z a m a,SCA,,1
Paumari-168_forest-1-1,Paumari-168_forest-1,dʒama,341,false,expert,,dʒ a m a,SCA,,1
Deni-168_forest-1-1,Deni-168_forest-1,zama,341,false,expert,,z a m a,SCA,,1
Amarakaeri-168_forest-1-1,Amarakaeri-168_forest-1,ndumba,893,false,expert,,n/d u m b a,SCA,,1
Kulina-186_grass-1-1,Kulina-186_grass-1,dzɛɾo makʰa,4000,false,expert,,dz ɛ ɾ o,SCA,,1
Kulina-186_grass-1-2,Kulina-186_grass-1,dzɛɾo makʰa,288,false,expert,,m a kʰ a - -,SCA,,2
Kulina-186_grass-2-1,Kulina-186_grass-2,dzɛɾo taapi,4000,false,expert,,dz ɛ ɾ o,SCA,,1
Kulina-186_grass-2-2,Kulina-186_grass-2,dzɛɾo taapi,5001,false,expert,,t aː p i,SCA,,2
Jarawara-186_grass-1-1,Jarawara-186_grass-1,masiri,764,false,expert,,m a s i r i,SCA,,1
Sorowaha-186_grass-1-1,Sorowaha-186_grass-1,natuza,765,false,expert,,n a t u z a,SCA,,1
Deni-186_grass-1-1,Deni-186_grass-1,hamaʃi,766,false,expert,,h a m a ʃ i,SCA,,1
Kulina-214_hornanatomy-1-1,Kulina-214_hornanatomy-1,oɾi,1271,false,expert,,o ɾ i,SCA,,1
Jarawara-214_hornanatomy-1-1,Jarawara-214_hornanatomy-1,warabi awe,771,false,expert,,w a r a b i,SCA,,1
Jarawara-214_hornanatomy-1-2,Jarawara-214_hornanatomy-1,warabi awe,772,false,expert,,a w e,SCA,,2
Jarawara-214_hornanatomy-2-1,Jarawara-214_hornanatomy-2,narabi,771,false,expert,,n a r a b i,SCA,,1
Deni-214_hornanatomy-1-1,Deni-214_hornanatomy-1,tati maʃirine,44,false,expert,,t a t i,SCA,,1
