# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS
1543	Deni	dove sp.	kamowa	kamowa	k a m o w a	DOVE.SP.	98	98
#
1031	Banawa	drink	fawa	fawa	f a w a	DRINK	315	315
1032	Jamamadi	drink	fawa	fawa	f a w a	DRINK	315	315
1034	Deni	drink	powa	powa	p o w a	DRINK	315	315
1035	Kulina	drink	ze	ze	z e	DRINK	315	315
#
248	Banawa	dry	hoko	hoko	h o k o	DRY	234	234
249	Jarawara	dry	hoko	hoko	h o k o	DRY	234	234
250	Kulina	dry	hoko	hoko	h o k o	DRY	234	234
251	Deni	dry	hoko	hoko / kukutunade	h o k o	DRY	234	234
252	Jamamadi	dry	hokori	hokori	h o k o r i	DRY	234	234
253	Deni	dry	kukutunade	hoko / kukutunade	k u k u t u n a d e	DRY	234	234
#
254	Jarawara	dull (as a knife)	toboro	toboro	t o b o r o	DULL.(AS.A.KNIFE)	0	0
#
255	Jarawara	dust	hobokori	hobokori	h o b o k o r i	DUST	0	0
#
44626	Kulina	eagle-hawk (Harpia harpia)	sibiri	sibiri	s i b i r i	EAGLE-HAWK.(HARPIA.HARPIA)	168	168
44627	Deni	eagle-hawk (Harpia harpia)	shibiri	shibiri	s h i b i r i	EAGLE-HAWK.(HARPIA.HARPIA)	168	168
44628	Jarawara	eagle-hawk (Harpia harpia)	sibiri	sibiri	s i b i r i	EAGLE-HAWK.(HARPIA.HARPIA)	168	168
44629	Jamamadi	eagle-hawk (Harpia harpia)	sibiri	sibiri	s i b i r i	EAGLE-HAWK.(HARPIA.HARPIA)	168	168
44630	Banawa	eagle-hawk (Harpia harpia)	sibiria	sibiria	s i b i r i a	EAGLE-HAWK.(HARPIA.HARPIA)	168	168
#
256	Kulina	ear	aribo	aribo	a r i b o	EAR	300	300
259	Jarawara	ear	narabi	narabi/warabi	n a r a b i	EAR	300	300
260	Jarawara	ear	warabi	narabi/warabi	w a r a b i	EAR	300	300
261	Banawa	ear	warabi	warabi	w a r a b i	EAR	300	300
262	Deni	ear	waribo	waribo	w a r i b o	EAR	300	300
#
264	Kulina	earthworm	shomi	shomi	s h o m i	EARTHWORM	335	335
265	Deni	earthworm	shomi	shomi	s h o m i	EARTHWORM	335	335
266	Jarawara	earthworm	somi	somi	s o m i	EARTHWORM	335	335
267	Banawa	earthworm	somi	somi	s o m i	EARTHWORM	335	335
268	Jamamadi	earthworm	somi	somi	s o m i	EARTHWORM	335	335
#
1037	Kulina	eat	hipa	hipa	h i p a	EAT	0	0
1038	Deni	eat	kadapi	kadapi	k a d a p i	EAT	0	0
1328	Deni	eat	hao	hao	h a o	EAT	53	53
1677	Deni	eat	komi	komi	k o m i	unknown15	0	683
#
270	Kulina	egg	nephe	nephe	n e p h e	EGG	0	0
#
271	Banawa	electric eel	imati	imati	i m a t i	ELECTRIC.EEL	291	291
272	Jarawara	electric eel	imati	imati	i m a t i	ELECTRIC.EEL	291	291
273	Deni	electric eel	minati	minati	m i n a t i	ELECTRIC.EEL	291	291
274	Kulina	electric eel	minati	minati	m i n a t i	ELECTRIC.EEL	291	291
#
276	Banawa	exchange	manako	manako	m a n a k o	EXCHANGE	290	290
277	Deni	exchange	manako	manako	m a n a k o	EXCHANGE	290	290
278	Jamamadi	exchange	manako	manako	m a n a k o	EXCHANGE	290	290
279	Kulina	exchange	manako	manako	m a n a k o	EXCHANGE	290	290
280	Jarawara	exchange	manakone	manakone	m a n a k o n e	EXCHANGE	290	290
#
281	Kulina	eye	nokho	nokho	n o k h o	EYE	0	0
#
1039	Kulina	fall	shona	shona	s h o n a	FALL	0	0
1040	Deni	fall	sona	sona	s o n a	FALL	0	0
1041	Kulina	fall	katoha	katoha	k a t o h a	FALL	0	0
#
282	Jarawara	fan	bihi	bihi	b i h i	FAN	0	0
283	Banawa	fan	bihi	bihi	b i h i	FAN	0	0
#
284	Jarawara	far	jabo	jabo	j a b o	FAR	0	0
285	Deni	far	vahini	vahini	v a h i n i	FAR	0	0
286	Kulina	far	wahi	wahi	w a h i	FAR	0	0
#
44669	Kulina	fasten	shoke	shoke	s h o k e	FASTEN	177	177
44670	Deni	fasten	shoki	shoki	s h o k i	FASTEN	177	177
44671	Jarawara	fasten	soki	soki	s o k i	FASTEN	177	177
44672	Banawa	fasten	soki	soki	s o k i	FASTEN	177	177
44673	Jamamadi	fasten	soki	soki	s o k i	FASTEN	177	177
#
498	Jarawara	fat	jaha	jaha	j a h a	FAT	0	0
499	Banawa	fat	jahi	jahi	j a h i	FAT	0	0
500	Jamamadi	fat	jahi	jahi	j a h i	FAT	0	0
#
287	Kulina	fat (noun)	okine	okine	o k i n e	FAT.(NOUN)	0	0
#
288	Banawa	father	abi	abi	a b i	FATHER	1	1
289	Jamamadi	father	abi	abi	a b i	FATHER	1	1
290	Jarawara	father	abi	abi	a b i	FATHER	1	1
291	Kulina	father	abi	abi	a b i	FATHER	1	1
#
295	Banawa	father's brother	badise	badise	b a d i s e	FATHER'S.BROTHER	336	336
296	Jamamadi	father's brother	badise	badise	b a d i s e	FATHER'S.BROTHER	336	336
297	Jarawara	father's brother	batise	batise	b a t i s e	FATHER'S.BROTHER	336	336
#
298	Deni	father's sister	asho	asho	a s h o	FATHER'S.SISTER	17	17
299	Kulina	father's sister	asho	asho	a s h o	FATHER'S.SISTER	17	17
300	Banawa	father's sister	aso	aso	a s o	FATHER'S.SISTER	17	17
301	Jamamadi	father's sister	aso	aso	a s o	FATHER'S.SISTER	17	17
302	Jarawara	father's sister	aso	aso	a s o	FATHER'S.SISTER	17	17
44466	Kulina	father's sister	mashodini	mashodini	m a s h o d i n i	FATHER'S.SISTER	131	131
44467	Deni	father's sister	mashodini	mashodini	m a s h o d i n i	FATHER'S.SISTER	131	131
#
306	Banawa	feces	ijo	ijo	i j o	FECES	248	248
307	Deni	feces	ijo	ijo	i j o	FECES	248	248
308	Jamamadi	feces	ijo	ijo	i j o	FECES	248	248
309	Jarawara	feces	ijo	ijo	i j o	FECES	248	248
310	Kulina	feces	ijo	ijo	i j o	FECES	248	248
#
313	Kulina	fingernail	nokoshi	nokoshi	n o k o s h i	FINGERNAIL	0	685
#
314	Banawa	fire	jifo	jifo	j i f o	FIRE	259	259
315	Jamamadi	fire	jifo	jifo	j i f o	FIRE	259	259
316	Jarawara	fire	jifo	jifo	j i f o	FIRE	259	259
317	Deni	fire	jipho	jipho	j i p h o	FIRE	259	259
318	Kulina	fire	jipho	jipho	j i p h o	FIRE	259	259
#
1599	Kulina	first	taʔide	taʔide	t a ʔ i d e	unknown7	0	0
1600	Deni	first	tatide	tatide	t a t i d e	unknown7	0	0
#
321	Banawa	fish	aba	aba	a b a	FISH	201	201
322	Deni	fish	aba	aba	a b a	FISH	201	201
323	Jamamadi	fish	aba	aba	a b a	FISH	201	201
324	Jarawara	fish	aba	aba	a b a	FISH	201	201
326	Kulina	fish	aba	aba	a b a	FISH	201	201
#
1725	Kulina	fish sp.	khorobo	khorobo	k h o r o b o	FISH.SP.	122	0
1726	Deni	fish sp.	korobo	korobo	k o r o b o	FISH.SP.	122	0
1727	Jarawara	fish sp.	korobo	korobo	k o r o b o	FISH.SP.	122	0
1728	Banawa	fish sp.	korobo	korobo	k o r o b o	FISH.SP.	122	0
1729	Jamamadi	fish sp.	korobo	korobo	k o r o b o	FISH.SP.	122	0
44610	Jarawara	fish sp.	siraba	siraba	s i r a b a	FISH.SP.	164	164
44611	Banawa	fish sp.	siraba	siraba	s i r a b a	FISH.SP.	164	164
44612	Jamamadi	fish sp.	siraba	siraba	s i r a b a	FISH.SP.	164	164
#
330	Deni	fix	ta	ta	t a	FIX	45	45
#
332	Jarawara	flower	mowe	mowe	m o w e	FLOWER	337	337
333	Kulina	flower	mowe	mowe	m o w e	FLOWER	337	337
44486	Kulina	flower	mowe	mowe	m o w e	FLOWER	136	136
44487	Jarawara	flower	mowe	mowe	m o w e	FLOWER	136	136
44488	Banawa	flower	mowe	mowe	m o w e	FLOWER	136	136
44489	Jamamadi	flower	mowe	mowe	m o w e	FLOWER	136	136
#
334	Jarawara	fog	hote	hote	h o t e	FOG	0	0
#
335	Banawa	food	jamata	jamata	j a m a t a	FOOD	255	255
336	Jamamadi	food	jamata	jamata	j a m a t a	FOOD	255	255
337	Jarawara	food	jamata	jamata	j a m a t a	FOOD	255	255
338	Kulina	food	jamatapa	jamatapa	j a m a t a p a	FOOD	255	255
#
339	Kulina	foot	amori	amori	a m o r i	FOOT	0	0
340	Jarawara	foot	tame	tame	t a m e	FOOT	0	0
1310	Jarawara	foot	teme	teme	t e m e	FOOT	47	47
1311	Banawa	foot	teme	teme	t e m e	FOOT	47	47
1312	Jamamadi	foot	teme	teme	t e m e	FOOT	47	47
#
342	Jarawara	forehead	ate	ate	a t e	FOREHEAD	210	210
343	Deni	forehead	atha	atha	a t h a	FOREHEAD	210	210
#
345	Kulina	forest	zama	zama	z a m a	FOREST	0	0
502	Kulina	forest	jama	jama	j a m a	FOREST	341	341
#
347	Jamamadi	frog	boka	boka	b o k a	FROG	31	31
348	Deni	frog	boko	boko	b o k o	FROG	31	31
349	Deni	frog	joiwa	joiwa	j o i w a	FROG	264	264
350	Jarawara	frog	jowi	jowi	j o w i	FROG	264	264
#
1473	Kulina	frog sp.	japhaʔi	japhaʔi	j a p h a ʔ i	FROG.SP.	84	84
44552	Deni	frog sp.	owawa	owawa	o w a w a	FROG.SP.	150	150
44553	Jamamadi	frog sp.	owawa	owawa	o w a w a	FROG.SP.	150	150
#
351	Deni	fruit	bono	bono	b o n o	FRUIT	34	34
352	Kulina	fruit	bono	bono	b o n o	FRUIT	34	34
355	Jarawara	fruit	mawa	mawa	m a w a	FRUIT	0	0
#
356	Banawa	fruit tree	joha	joha	j o h a	FRUIT.TREE	261	261
357	Deni	fruit tree	joha	joha	j o h a	FRUIT.TREE	261	261
358	Kulina	fruit tree	joha	joha	j o h a	FRUIT.TREE	261	261
359	Jamamadi	fruit tree	joha	joha/watama	j o h a	FRUIT.TREE	261	261
360	Jarawara	fruit tree	joha	joha/watama	j o h a	FRUIT.TREE	261	261
361	Jamamadi	fruit tree	watama	joha/watama	w a t a m a	FRUIT.TREE	261	261
362	Jarawara	fruit tree	watama	joha/watama	w a t a m a	FRUIT.TREE	261	261
#
364	Kulina	fruit vine	sabono	sabono	s a b o n o	FRUIT.VINE	338	338
365	Deni	fruit vine	sabono	sabono	s a b o n o	FRUIT.VINE	338	338
366	Jarawara	fruit vine	sabono	sabono	s a b o n o	FRUIT.VINE	338	338
367	Banawa	fruit vine	sabono	sabono	s a b o n o	FRUIT.VINE	338	338
368	Jamamadi	fruit vine	sabono	sabono	s a b o n o	FRUIT.VINE	338	338
#
369	Jarawara	full	moo	moo	m o o	FULL	0	0
#
370	Banawa	game animal	bani	bani	b a n i	GAME.ANIMAL	24	24
371	Deni	game animal	bani	bani	b a n i	GAME.ANIMAL	24	24
372	Jamamadi	game animal	bani	bani	b a n i	GAME.ANIMAL	24	24
373	Jarawara	game animal	bani	bani	b a n i	GAME.ANIMAL	24	24
374	Kulina	game animal	bani	bani	b a n i	GAME.ANIMAL	24	24
#
44554	Jarawara	garden	fatara	fatara	f a t a r a	GARDEN	151	151
44555	Jamamadi	garden	fadara	fadara	f a d a r a	GARDEN	151	151
#
44538	Kulina	genipap	ora	ora	o r a	GENIPAP	147	147
44539	Deni	genipap	ora	ora	o r a	GENIPAP	147	147
44540	Jarawara	genipap	ora	ora	o r a	GENIPAP	147	147
44541	Banawa	genipap	ora	ora	o r a	GENIPAP	147	147
44542	Jamamadi	genipap	ora	ora	o r a	GENIPAP	147	147
#
375	Kulina	give	da	da	d a	GIVE	37	37
377	Kulina	give	daka	daka	d a k a	GIVE	37	37
1043	Deni	give	da	da	d a	GIVE	37	37
#
1625	Jarawara	give off light	oja	oja	o j a	GIVE.OFF.LIGHT	687	687
#
1047	Banawa	go	ka	ka	k a	GO	236	236
1048	Jamamadi	go	ka	ka	k a	GO	236	236
1049	Jarawara	go	ka	ka	k a	GO	236	236
1050	Deni	go	kha	kha	k h a	GO	236	236
1052	Kulina	go	khani	khani	k h a n i	GO	236	236
1053	Deni	go	wahi	wahi	w a h i	GO	236	236
#
1601	Jarawara	go first	tai	tai	t a i	unknown7	0	688
1602	Banawa	go first	dai	dai	d a i	unknown7	0	688
1603	Jamamadi	go first	dai	dai	d a i	unknown7	0	688
#
44558	Kulina	gourd	paho	paho	p a h o	GOURD	152	152
#
378	Deni	grab	dama	dama	d a m a	GRAB	39	39
379	Jamamadi	grab	dama	dama	d a m a	GRAB	39	39
380	Jarawara	grab	dama	dama	d a m a	GRAB	39	39
381	Banawa	grab	tama	tama	t a m a	GRAB	39	39
#
1362	Kulina	grandchild	hinodi	hinodi	h i n o d i	GRANDCHILD	59	59
1363	Deni	grandchild	hinodini	hinodini	h i n o d i n i	GRANDCHILD	59	59
1364	Jarawara	grandchild	noti	noti	n o t i	GRANDCHILD	59	59
1365	Jamamadi	grandchild	nodi	nodi	n o d i	GRANDCHILD	59	59
#
1416	Kulina	grandfather	idi	idi	i d i	GRANDFATHER	72	72
1417	Jarawara	grandfather	iti	iti	i t i	GRANDFATHER	72	72
1418	Banawa	grandfather	idi	idi	i d i	GRANDFATHER	72	72
1419	Jamamadi	grandfather	idi	idi	i d i	GRANDFATHER	72	72
#
382	Kulina	grass	zero makha	zero makha	z e r o + m a k h a	GRASS	0	155 288
383	Kulina	grass	zero taapi	zero taapi	z e r o + t a a p i	GRASS	0	123 124
#
1337	Kulina	grasshopper sp.	abisha	abisha	a b i s h a	GRASSHOPPER.SP.	55	55
1338	Deni	grasshopper sp.	abisha	abisha	a b i s h a	GRASSHOPPER.SP.	55	55
1339	Jarawara	grasshopper sp.	abise	abise	a b i s e	GRASSHOPPER.SP.	55	55
1340	Banawa	grasshopper sp.	abise	abise	a b i s e	GRASSHOPPER.SP.	55	55
1341	Jamamadi	grasshopper sp.	habise	habise	h a b i s e	GRASSHOPPER.SP.	55	55
#
1325	Kulina	grate	heki	heki	h e k i	GRATE	52	52
1326	Deni	grate	heki	heki	h e k i	GRATE	52	52
#
1395	Kulina	great anteater	hojawa	hojawa	h o j a w a	GREAT.ANTEATER	65	65
#
384	Deni	green	derepede	derepede	d e r e p e d e	GREEN	0	0
#
385	Banawa	ground	nami	nami	n a m i	GROUND	297	297
386	Deni	ground	nami	nami	n a m i	GROUND	297	297
387	Kulina	ground	nami	nami	n a m i	GROUND	297	297
389	Jarawara	ground	wami	wami	w a m i	GROUND	297	297
#
1731	Deni	growl	koro	koro	k o r o	GROWL	123	0
#
390	Banawa	guan	dafo	dafo	d a f o	GUAN	42	42
391	Jamamadi	guan	dafo	dafo	d a f o	GUAN	42	42
393	Deni	guan	dapo	dapo	d a p o	GUAN	42	42
394	Kulina	guan	dapo	dapo	d a p o	GUAN	42	42
395	Jarawara	guan	tafo	tafo	t a f o	GUAN	42	42
#
396	Jarawara	hair	kona	kona	k o n a	HAIR	275	275
397	Kulina	hair	kona	kona	k o n a	HAIR	275	275
399	Banawa	hair	kone	kone	k o n e	HAIR	275	275
400	Deni	hair	kone	kone	k o n e	HAIR	275	275
401	Jamamadi	hair	kone	kone	k o n e	HAIR	275	275
402	Jarawara	hair	kone	kone	k o n e	HAIR	275	275
#
404	Banawa	hammock	jifo	jifo	j i f o	HAMMOCK	260	260
405	Jamamadi	hammock	jifo	jifo	j i f o	HAMMOCK	260	260
406	Jarawara	hammock	jifo	jifo	j i f o	HAMMOCK	260	260
407	Deni	hammock	phoʔi	phoʔi	p h o ʔ i	HAMMOCK	260	260
408	Kulina	hammock	phoʔi	phoʔi	p h o ʔ i	HAMMOCK	260	260
#
410	Jarawara	hand	jehe	jehe	j e h e	HAND	0	0
411	Kulina	hand	zepe	zepe	z e p e	HAND	0	0
1464	Kulina	hand	japa	japa	j a p a	HAND	83	83
1465	Deni	hand	japa	japa	j a p a	HAND	83	83
1467	Jarawara	hand	jee	jehe / jee	j e e	HAND	83	83
1468	Banawa	hand	jahi	jahi	j a h i	HAND	83	83
1469	Jamamadi	hand	jahi	jahi / jefe	j a h i	HAND	83	83
1470	Jamamadi	hand	jefe	jahi / jefe	j e f e	HAND	83	83
#
413	Deni	hard	khara	khara	k h a r a	HARD	278	278
414	Kulina	hard	khara	khara	k h a r a	HARD	278	278
#
415	Jarawara	he	he	he	h e	HE	0	0
416	Kulina	he	powa	powa	p o w a	HE	0	0
#
417	Banawa	head	tati	tati	t a t i	HEAD	44	44
418	Deni	head	tati	tati	t a t i	HEAD	44	44
419	Jamamadi	head	tati	tati	t a t i	HEAD	44	44
420	Jarawara	head	tati	tati	t a t i	HEAD	44	44
421	Kulina	head	tati	tati	t a t i	HEAD	44	44
#
1054	Banawa	hear	mita	mita	m i t a	HEAR	293	293
1055	Jamamadi	hear	mita	mita	m i t a	HEAR	293	293
1056	Jarawara	hear	mita	mita	m i t a	HEAR	293	293
1058	Deni	hear	mitha	mitha	m i t h a	HEAR	293	293
1059	Kulina	hear	mitha	mitha	m i t h a	HEAR	293	293
#
425	Kulina	heart	bonokhori	bonokhori	b o n o k h o r i	HEART	285	285
426	Banawa	heart	wakamari	wakamari	w a k a m a r i	HEART	285	285
#
427	Banawa	heavy	kanaha	kanaha	k a n a h a	HEAVY	279	279
428	Deni	heavy	kanaha	kanaha	k a n a h a	HEAVY	279	279
430	Kulina	heavy	khanaha	khanaha	k h a n a h a	HEAVY	279	279
#
431	Banawa	here	ahi	ahi	a h i	HERE	204	204
432	Deni	here	ahi	ahi	a h i	HERE	204	204
433	Jamamadi	here	ahi	ahi	a h i	HERE	204	204
434	Jarawara	here	ahi	ahi	a h i	HERE	204	204
435	Kulina	here	ahi	ahi	a h i	HERE	204	204
#
439	Banawa	heron	jawiro	jawiro	j a w i r o	HERON	257	257
440	Jamamadi	heron	jawiro	jawiro	j a w i r o	HERON	257	257
441	Jarawara	heron	jawiro	jawiro	j a w i r o	HERON	257	257
#
1367	Kulina	heron sp.	anopi	anopi	a n o p i	HERON.SP.	60	60
1368	Jarawara	heron sp.	anafi	anafi	a n a f i	HERON.SP.	60	60
1369	Banawa	heron sp.	anafi	anafi	a n a f i	HERON.SP.	60	60
1370	Jamamadi	heron sp.	anafi	anafi	a n a f i	HERON.SP.	60	60
1397	Kulina	heron sp.	honore	honore	h o n o r e	HERON.SP.	66	66
1398	Deni	heron sp.	honore	honore	h o n o r e	HERON.SP.	66	66
#
442	Banawa	high	fota	fota	f o t a	HIGH	314	314
443	Jarawara	high	fota	fota	f o t a	HIGH	314	314
444	Kulina	high	pota	pota	p o t a	HIGH	314	314
445	Deni	high	potaha	potaha	p o t a h a	HIGH	314	314
#
446	Banawa	hill	adami	adami	a d a m i	HILL	3	3
447	Deni	hill	adami	adami	a d a m i	HILL	3	3
448	Jamamadi	hill	adami	adami	a d a m i	HILL	3	3
449	Kulina	hill	adami	adami	a d a m i	HILL	3	3
452	Jarawara	hill	atami	atami	a t a m i	HILL	3	3
#
457	Kulina	hit	da	da	d a	HIT	38	38
459	Deni	hit	daka	daka	d a k a	HIT	38	38
1061	Banawa	hit	baa	baa	b a a	BEAT	0	212
1062	Deni	hit	baa	baa	b a a	BEAT	0	212
1063	Jamamadi	hit	baa	baa	b a a	BEAT	0	212
1064	Jarawara	hit	baa	baa	b a a	BEAT	0	212
1067	Kulina	hit	ida	ida	i d a	TO.HIT	212	212
1068	Kulina	hit	pha	pha	p h a	TO.HIT	212	212
1593	Kulina	hit	koba	koba	k o b a	HIT	110	110
1594	Deni	hit	koba	koba	k o b a	HIT	110	110
#
460	Banawa	hole	hodi	hodi	h o d i	HOLE	246	246
461	Jamamadi	hole	hodi	hodi	h o d i	HOLE	246	246
463	Jarawara	hole	hoti	hoti	h o t i	HOLE	246	246
464	Deni	hole	odi	odi	o d i	HOLE	246	246
465	Kulina	hole	odi	odi	o d i	HOLE	246	246
#
1664	Jarawara	home	tabora	tabora	t a b o r a	unknown5	0	408
1665	Banawa	home	tabora	tabora	t a b o r a	unknown5	0	408
1666	Jamamadi	home	tabora	tabora	t a b o r a	unknown5	0	408
#
466	Kulina	horn	ori	ori	o r i	HORN	0	0
#
467	Deni	house	jamari	jamari	j a m a r i	HOUSE	254	254
#
1627	Deni	house girder	pinine	pinine	p i n i n e	unknown1	0	400
#
469	Kulina	howler monkey	jajio	jajio	j a j i o	HOWLER.MONKEY	252	252
470	Deni	howler monkey	jajiʔo	jajiʔo	j a j i ʔ o	HOWLER.MONKEY	252	252
471	Banawa	howler monkey	jiko	jiko	j i k o	HOWLER.MONKEY	252	252
472	Jamamadi	howler monkey	jiko	jiko	j i k o	HOWLER.MONKEY	252	252
473	Jarawara	howler monkey	jiko	jiko	j i k o	HOWLER.MONKEY	252	252
#
476	Kulina	husband	makhi	makhi	m a k h i	HUSBAND	0	289
#
479	Jarawara	ice	selo	selo	s e l o	ICE	0	0
#
480	Jarawara	if	ya	ya	y a	IF	0	0
#
481	Banawa	illuminate	firi	firi	f i r i	ILLUMINATE	312	312
482	Jamamadi	illuminate	firi	firi	f i r i	ILLUMINATE	312	312
483	Jarawara	illuminate	firi	firi	f i r i	ILLUMINATE	312	312
484	Deni	illuminate	piri	piri	p i r i	ILLUMINATE	312	312
485	Kulina	illuminate	piri	piri	p i r i	ILLUMINATE	312	312
#
486	Banawa	imbauba	boko	boko	b o k o	IMBAUBA	35	35
487	Jarawara	imbauba	boko	boko	b o k o	IMBAUBA	35	35
488	Jamamadi	imbauba	bokosara	bokosara	b o k o s a r a	IMBAUBA	35	35
#
3333	Deni	in company with	wijehe	wijehe	w i j e h e	unknown10	0	500
#
1643	Jarawara	in front of	nokosi	nokosi	n o k o s i	FINGERNAIL	0	685
1644	Banawa	in front of	nokosi	nokosi	n o k o s i	FINGERNAIL	0	685
#
490	Banawa	inside	bodi	bodi	b o d i	INSIDE	30	30
491	Deni	inside	bodi	bodi	b o d i	INSIDE	30	30
492	Kulina	inside	bodi	bodi	b o d i	INSIDE	30	30
494	Jarawara	inside	boti	boti	b o t i	INSIDE	30	30
#
508	Kulina	inside part	doro	doro	d o r o	INSIDE.PART	342	342
509	Deni	inside part	doro	doro	d o r o	INSIDE.PART	342	342
510	Jarawara	inside part	toro	toro	t o r o	INSIDE.PART	342	342
511	Banawa	inside part	doro	doro	d o r o	INSIDE.PART	342	342
512	Jamamadi	inside part	doro	doro	d o r o	INSIDE.PART	342	342
#
1502	Kulina	jaguar	jomahi	jomahi	j o m a h i	JAQUAR	90	90
1503	Deni	jaguar	jomahi	jomahi	j o m a h i	JAQUAR	90	90
1504	Jarawara	jaguar	jomahi	jomahi	j o m a h i	JAQUAR	90	90
1505	Banawa	jaguar	jomahi	jomahi	j o m a h i	JAQUAR	90	90
1506	Jamamadi	jaguar	jomahi	jomahi	j o m a h i	JAQUAR	90	90
#
1320	Deni	jump	ti	ti	t i	JUMP	50	50
1321	Jamamadi	jump	ti	ti	t i	JUMP	50	50
#
1069	Kulina	kill	nanahika	nanazokhe / napamahona / nanahika	n a n a h i k a	KILL	0	0
1070	Kulina	kill	nanazokhe	nanazokhe / napamahona / nanahika	n a n a z o k h e	KILL	0	0
1071	Kulina	kill	napamahona	nanazokhe / napamahona / nanahika	n a p a m a h o n a	KILL	0	0
#
513	Kulina	kingfisher	dirodiro	dirodiro	d i r o d i r o	KINGFISHER	43	43
515	Banawa	kingfisher	kere	kere	k e r e	KINGFISHER	280	280
516	Jamamadi	kingfisher	kere	kere	k e r e	KINGFISHER	280	280
517	Deni	kingfisher	khere	khere	k h e r e	KINGFISHER	280	280
518	Kulina	kingfisher	khere	khere	k h e r e	KINGFISHER	280	280
#
1703	Deni	kinkajou	kosikosi	kosikosi	k o s i k o s i	KINKAJOU	117	0
1704	Jarawara	kinkajou	kokosi	kokosi	k o k o s i	KINKAJOU	117	117
1705	Banawa	kinkajou	kokosi	kokosi	k o k o s i	KINKAJOU	117	117
1706	Jamamadi	kinkajou	kokosi	kokosi	k o k o s i	KINKAJOU	117	117
#
519	Jarawara	knee	jobati	jobati	j o b a t i	KNEE	283	283
520	Deni	knee	khobori	khobori	k h o b o r i	KNEE	283	283
521	Kulina	knee	khobori	khobori / pito / tizori	k h o b o r i	KNEE	283	283
522	Jarawara	knee	kobabari	kobabari	k o b a b a r i	KNEE	283	283
523	Kulina	knee	pito	khobori / pito / tizori	p i t o	KNEE	283	283
524	Kulina	knee	tizori	khobori / pito / tizori	t i z o r i	KNEE	283	283
#
1072	Deni	know	nawato	nawato	n a w a t o	KNOW	302	302
1073	Kulina	know	naʔato	naʔato	n a ʔ a t o	KNOW	302	302
1074	Banawa	know	wato	wato	w a t o	KNOW	302	302
1075	Jamamadi	know	wato	wato	w a t o	KNOW	302	302
1076	Jarawara	know	wato	wato	w a t o	KNOW	302	302
#
525	Deni	lake	korija	korija	k o r i j a	LAKE	46	46
526	Kulina	lake	korija	korija	k o r i j a	LAKE	46	46
529	Kulina	lake	koriza	koriza	k o r i z a	LAKE	0	0
530	Jarawara	lake	rako	rako	r a k o	LAKE	0	0
#
1597	Kulina	large catfish	moro	moro	m o r o	FISH	0	689
#
1456	Deni	large insect	jaʔo	jaʔo	j a ʔ o	LARGE.INSECT	81	81
1457	Jarawara	large insect	jao	jao	j a o	LARGE.INSECT	81	81
#
531	Jarawara	large mosquito	bita	bita	b i t a	LARGE.MOSQUITO	343	343
532	Banawa	large mosquito	bita	bita	b i t a	LARGE.MOSQUITO	343	343
533	Jamamadi	large mosquito	bita	bita	b i t a	LARGE.MOSQUITO	343	343
#
1302	Kulina	larva of fly	moho	moho	m o h o	LARVA.OF.FLY	691	691
1303	Deni	larva of fly	moho	moho	m o h o	LARVA.OF.FLY	691	691
1304	Jarawara	larva of fly	moho	moho	m o h o	LARVA.OF.FLY	691	691
1305	Banawa	larva of fly	moho	moho	m o h o	LARVA.OF.FLY	691	691
#
535	Deni	later	naho	naho	n a h o	LATER	296	296
#
1077	Jarawara	laugh	haahaa	haahaa	h a a h a a	LAUGH	239	239
1078	Banawa	laugh	haha	haha	h a h a	LAUGH	239	239
1079	Deni	laugh	haha	haha	h a h a	LAUGH	239	239
1080	Jamamadi	laugh	haha	haha	h a h a	LAUGH	239	239
1081	Kulina	laugh	haha	haha	h a h a	LAUGH	239	239
#
1673	Deni	leaf bundle	taphowe	taphowe	t a p h o w e	LEAF.BUNDLE	409	409
1674	Jarawara	leaf bundle	tafowe	tafowe	t a f o w e	LEAF.BUNDLE	409	409
#
544	Deni	leafstalk	behe	behe	b e h e	LEAFSTALK	0	1111
#
1437	Kulina	leg	isho	isho	i s h o	LEG	77	77
1438	Deni	leg	isho	isho	i s h o	LEG	77	77
1439	Jarawara	leg	isi	isi	i s i	LEG	77	77
1440	Banawa	leg	isi	isi	i s i	LEG	77	77
1441	Jamamadi	leg	isi	isi	i s i	LEG	77	77
#
547	Kulina	let's go	hina	hina	h i n a	LET'S.GO	345	345
548	Deni	let's go	hina	hina	h i n a	LET'S.GO	345	345
549	Jarawara	let's go	hima	hima	h i m a	LET'S.GO	345	345
550	Jamamadi	let's go	hima	hima	h i m a	LET'S.GO	345	345
551	Banawa	let's go	homa	homa	h o m a	LET'S.GO	345	345
#
1084	Kulina	lie (as in a bed)	domopona	domopona	d o m o p o n a	LIE	313	313
1085	Banawa	lie (as in a bed)	homa	homa	h o m a	LIE	313	313
1086	Jamamadi	lie (as in a bed)	homa	homa	h o m a	LIE	313	313
1087	Jarawara	lie (as in a bed)	homa	homa	h o m a	LIE	313	313
1088	Kulina	lie (as in a bed)	koda	koda	k o d a	LIE	313	313
1089	Deni	lie (as in a bed)	poma	poma	p o m a	LIE	313	313
1090	Kulina	lie (as in a bed)	pona	pona	p o n a	LIE	313	313
