# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS
1091	Jarawara	lie (as in a bed)	wina	wina	w i n a	LIE	313	313
#
1621	Deni	light	thaja	thaja	t h a j a	LIGHT	410	410
#
1623	Jarawara	light emitted from source	oje	oje	o j e	GIVE.OFF.LIGHT	687	687
1624	Banawa	light emitted from source	oje	oje	o j e	GIVE.OFF.LIGHT	687	687
#
1093	Banawa	like	nofa	nofa	n o f a	LIKE	303	303
1094	Jamamadi	like	nofa	nofa	n o f a	LIKE	303	303
1095	Jarawara	like	nofa	nofa	n o f a	LIKE	303	303
#
556	Deni	limp	doki	doki	d o k i	LIMP	229	229
#
1432	Kulina	lip	ipo	ipo	i p o	LIP	76	76
1433	Deni	lip	ipo	ipo	i p o	LIP	76	76
1434	Jarawara	lip	ifi	ifi	i f i	LIP	76	76
1435	Banawa	lip	ifi	ifi	i f i	LIP	76	76
1436	Jamamadi	lip	ifi	ifi	i f i	LIP	76	76
#
1098	Kulina	live	madi	madi	m a d i	LIVE	0	0
#
559	Deni	liver	ati	ati	a t i	LIVER	346	346
560	Jarawara	liver	wahati	wahati	w a h a t i	LIVER	346	346
561	Kulina	liver	wati	wati	w a t i	LIVER	346	346
562	Banawa	liver	wati	wati	w a t i	LIVER	346	346
563	Jamamadi	liver	wati	wati	w a t i	LIVER	346	346
#
565	Kulina	long	withahira	withahira	w i t h a h i r a	LONG	0	0
#
1537	Kulina	louse	kamati	kamati	k a m a t i	LOUSE	97	97
1538	Deni	louse	kamati	kamati	k a m a t i	LOUSE	97	97
1539	Jarawara	louse	kamati	kamati	k a m a t i	LOUSE	97	97
1540	Banawa	louse	kamati	kamati	k a m a t i	LOUSE	97	97
1541	Jamamadi	louse	kamati	kamati	k a m a t i	LOUSE	97	97
#
914	Jarawara	lubricate	kete	kete	k e t e	LUBRICATE	0	0
915	Banawa	lubricate	kete	kete	k e t e	LUBRICATE	0	0
#
567	Deni	lung fish	sako	sako	s a k o	LUNG.FISH	347	347
568	Jarawara	lung fish	sako	sako	s a k o	LUNG.FISH	347	347
569	Banawa	lung fish	sako	sako	s a k o	LUNG.FISH	347	347
570	Jamamadi	lung fish	sako	sako	s a k o	LUNG.FISH	347	347
572	Kulina	lung fish	shako	shako	s h a k o	LUNG.FISH	347	347
#
1572	Deni	maize	kimi	kimi	k i m i	MAIZE	105	105
1573	Jarawara	maize	kimi	kimi	k i m i	MAIZE	105	105
1574	Banawa	maize	kimi	kimi	k i m i	MAIZE	105	105
1575	Jamamadi	maize	kimi	kimi	k i m i	MAIZE	105	105
#
573	Deni	man (adult male)	dzabitsu	makhi / dzabitsu	d z a b i t s u	MAN.(ADULT.MALE)	289	289
575	Kulina	man (adult male)	makhi	makhi	m a k h i	MAN.(ADULT.MALE)	289	289
576	Deni	man (adult male)	makhi	makhi / dzabitsu	m a k h i	MAN.(ADULT.MALE)	289	289
578	Banawa	man (adult male)	makiti	maki	m a k i t i	MAN.(ADULT.MALE)	289	289
579	Jamamadi	man (adult male)	makiti	maki	m a k i t i	MAN.(ADULT.MALE)	289	289
580	Jarawara	man (adult male)	makiti	maki	m a k i t i	MAN.(ADULT.MALE)	289	289
#
582	Kulina	mandi	bidama	bidama	b i d a m a	MANDI	348	348
583	Deni	mandi	bidama	bidama	b i d a m a	MANDI	348	348
584	Banawa	mandi	bidama	bidama	b i d a m a	MANDI	348	348
585	Jamamadi	mandi	bidama	bidama	b i d a m a	MANDI	348	348
586	Jarawara	mandi	bitama	bitama	b i t a m a	MANDI	348	348
#
587	Jarawara	many	tamabote	tamabote	t a m a b o t e	MANY	0	0
588	Kulina	many	bazima	bazima/wapima/sibema	b a z i m a	MANY	0	0
589	Kulina	many	wapima	bazima/wapima/sibema	w a p i m a	MANY	0	0
590	Kulina	many	sibema	bazima/wapima/sibema	s i b e m a	MANY	0	0
#
1633	Jarawara	marmoset	wisi	wisi	w i s i	unknown2	0	401
1634	Banawa	marmoset	fisi	fisi	f i s i	unknown2	0	401
1635	Jamamadi	marmoset	fisi	fisi	f i s i	unknown2	0	401
#
591	Deni	measure	nathome	nathome	n a t h o m e	MEASURE	301	301
592	Kulina	measure	nathome	nathome	n a t h o m e	MEASURE	301	301
593	Banawa	measure	tomi	tomi	t o m i	MEASURE	301	301
594	Jamamadi	measure	tomi	tomi	t o m i	MEASURE	301	301
595	Jarawara	measure	tomi	tomi	t o m i	MEASURE	301	301
#
596	Kulina	meat	bani mekhe	bani mekhe	b a n i + m e k h e	MEAT	250	250 0
597	Deni	meat	ima	ima	i m a	MEAT	250	250
598	Kulina	meat	ima	ima	i m a	MEAT	250	250
600	Banawa	meat	ime	ime	i m e	MEAT	250	250
601	Jamamadi	meat	ime	ime	i m e	MEAT	250	250
602	Jarawara	meat	ime	ime	i m e	MEAT	250	250
#
1669	Jarawara	medicine	tehe	tehe	t e h e	unknown6	0	409
1670	Banawa	medicine	tehe	tehe	t e h e	unknown6	0	409
#
1671	Jamamadi	medicine of	tahi	tahi	t a h i	unknown6	0	409
#
913	Kulina	mixed	keʔema	keʔema	k e ʔ e m a	MIXED	0	0
#
604	Deni	month	abajiko	abajiko	a b a j i k o	MOON	203	203
605	Kulina	month	abajiko	abajiko	a b a j i k o	MOON	203	203
606	Banawa	month	abariko	abariko	a b a r i k o	MOON	203	203
607	Jamamadi	month	abariko	abariko	a b a r i k o	MOON	203	203
608	Jarawara	month	abariko	abariko	a b a r i k o	MOON	203	203
#
609	Deni	moon	abajiko	abajiko	a b a j i k o	MOON	202	202
610	Kulina	moon	abajiko	abajiko	a b a j i k o	MOON	202	202
611	Banawa	moon	abariko	abariko	a b a r i k o	MOON	202	202
612	Jamamadi	moon	abariko	abariko	a b a r i k o	MOON	202	202
613	Jarawara	moon	abariko	abariko	a b a r i k o	MOON	202	202
#
44596	Kulina	mortar (for grinding)	phowa	phowa	p h o w a	MORTAR.(FOR.GRINDING)	161	161
44597	Deni	mortar (for grinding)	phowa	phowa	p h o w a	MORTAR.(FOR.GRINDING)	161	161
44598	Jarawara	mortar (for grinding)	fowa	fowa	f o w a	MORTAR.(FOR.GRINDING)	161	161
44599	Banawa	mortar (for grinding)	fowa	fowa	f o w a	MORTAR.(FOR.GRINDING)	161	161
44600	Jamamadi	mortar (for grinding)	fowa	fowa	f o w a	MORTAR.(FOR.GRINDING)	161	161
#
615	Deni	mot-mot bird	hiriti	hiriti	h i r i t i	MOT-MOT.BIRD	0	1115
616	Jarawara	mot-mot bird	hihiriti	hihiriti	h i h i r i t i	MOT-MOT.BIRD	0	0
617	Jamamadi	mot-mot bird	hiriti	hiriti	h i r i t i	MOT-MOT.BIRD	0	1115
#
619	Deni	moth	daphopho	daphopho	d a p h o p h o	MOTH	41	41
620	Kulina	moth	daphopho	daphopho	d a p h o p h o	MOTH	41	41
#
621	Banawa	mother	ami	ami	a m i	MOTHER	6	6
622	Deni	mother	ami	ami	a m i	MOTHER	6	6
623	Jamamadi	mother	ami	ami	a m i	MOTHER	6	6
624	Jarawara	mother	ami	ami	a m i	MOTHER	6	6
625	Kulina	mother	ami	ami	a m i	MOTHER	6	6
#
1637	Kulina	mother's brother	koko	koko	k o k o	MOTHER'S.BROTHER	686	686
1638	Deni	mother's brother	koko	koko	k o k o	MOTHER'S.BROTHER	686	686
1639	Jarawara	mother's brother	koko	koko	k o k o	MOTHER'S.BROTHER	686	686
1640	Banawa	mother's brother	koko	koko	k o k o	MOTHER'S.BROTHER	686	686
1641	Jamamadi	mother's brother	koko	koko	k o k o	MOTHER'S.BROTHER	686	686
#
628	Kulina	mouth	ahari	ahari	a h a r i	MOUTH	0	0
#
629	Kulina	mud hole	ata	ata	a t a	MUD.HOLE	349	349
630	Deni	mud hole	ata	ata	a t a	MUD.HOLE	349	349
631	Jarawara	mud hole	ata	ata	a t a	MUD.HOLE	349	349
632	Banawa	mud hole	ata	ata	a t a	MUD.HOLE	349	349
633	Jamamadi	mud hole	ata	ata	a t a	MUD.HOLE	349	349
#
634	Deni	nakedness	khorohi	khorohi	k h o r o h i	NAKEDNESS	284	284
635	Banawa	nakedness	kori	kori	k o r i	NAKEDNESS	284	284
636	Jarawara	nakedness	kori	kori	k o r i	NAKEDNESS	284	284
637	Kulina	nakedness	koroha	koroha	k o r o h a	NAKEDNESS	284	284
#
638	Jarawara	name	ini	ini	i n i	NAME	309	309
639	Deni	name	oni	oni	o n i	NAME	309	309
640	Jamamadi	name	oni	oni	o n i	NAME	309	309
641	Kulina	name	oni	oni	o n i	NAME	309	309
#
44660	Deni	navel	shobori	shobori	s h o b o r i	NAVEL	175	175
44661	Jarawara	navel	sobori	sobori	s o b o r i	NAVEL	175	175
44662	Banawa	navel	sobori	sobori	s o b o r i	NAVEL	175	175
#
643	Jarawara	near	ajata	ajata	a j a t a	NEAR	0	0
644	Deni	near	vahirade	vahirade	v a h i r a d e	NEAR	0	0
#
645	Kulina	neck	matho	matho	m a t h o	NECK	0	0
646	Banawa	neck	namidi	namidi	n a m i d i	unknown4	0	405
647	Jamamadi	neck	namidi	namidi	n a m i d i	unknown4	0	405
648	Jarawara	neck	namiti	namiti	n a m i t i	unknown4	0	405
#
649	Banawa	necklace	kasaro	kasaro	k a s a r o	NECKLACE	269	269
650	Jamamadi	necklace	kasaro	kasaro	k a s a r o	NECKLACE	269	269
651	Jarawara	necklace	kasaro	kasaro	k a s a r o	NECKLACE	269	269
#
654	Deni	new	dzati	dzati	d z a t i	NEW	0	0
656	Kulina	new	zati	zati	z a t i	NEW	0	0
1447	Kulina	new	jati	jati	j a t i	NEW	79	79
1448	Deni	new	jati	jati	j a t i	NEW	79	79
1449	Jarawara	new	jati	jati	j a t i	NEW	79	79
1450	Banawa	new	jati	jati	j a t i	NEW	79	79
1451	Jamamadi	new	jati	jati	j a t i	NEW	79	79
#
657	Banawa	new leaf	bahi	bahi	b a h i	NEW.LEAF	1102	0
658	Jamamadi	new leaf	bahi	bahi	b a h i	NEW.LEAF	1102	0
659	Jarawara	new leaf	behe	behe	b e h e	NEW.LEAF	0	1111
#
660	Deni	night	dzume	dzume	d z u m e	NIGHT	0	0
661	Jarawara	night	jama	jama	j a m a	NIGHT	0	0
#
44491	Kulina	night monkey	mowi	mowi	m o w i	NIGHT.MONKEY	137	137
44492	Deni	night monkey	mowi	mowi	m o w i	NIGHT.MONKEY	137	137
44493	Banawa	night monkey	mowi	mowi	m o w i	NIGHT.MONKEY	137	137
#
1308	Jarawara	noise	moni	moni	m o n i	MESSAGE	0	690
#
662	Deni	nose	ene	ene	e n e	NOSE	1112	1112
663	Kulina	nose	ene	ene	e n e	NOSE	1112	1112
#
666	Kulina	now	hidapana	hidapana	h i d a p a n a	NOW	241	241
#
667	Banawa	old	bote	bote	b o t e	OLD	226	226
668	Deni	old	bote	bote	b o t e	OLD	226	226
669	Jamamadi	old	bote	bote	b o t e	OLD	226	226
670	Jarawara	old	bote	bote	b o t e	OLD	226	226
671	Kulina	old	bote	bote	b o t e	OLD	226	226
673	Kulina	old	hadai	hadai	h a d a i	OLD	226	226
674	Deni	old	huratsa	kharavi / huratsa	h u r a t s a	OLD	226	226
675	Deni	old	kharavi	kharavi / huratsa	k h a r a v i	OLD	226	226
1399	Deni	old	horasa	horasa	h o r a s a	OLD	67	67
#
676	Banawa	older sister	adi	adi	a d i	OLDER.SISTER	18	18
677	Jamamadi	older sister	adi	adi	a d i	OLDER.SISTER	18	18
678	Deni	older sister	asi	asi	a s i	OLDER.SISTER	18	18
679	Jarawara	older sister	ati	ati	a t i	OLDER.SISTER	18	18
681	Kulina	older sister	asi	asi	a s i	OLDER.SISTER	18	18
#
682	Kulina	one	ohari	ohari	o h a r i	ONE	0	0
#
1520	Kulina	order	josheʔe	josheʔe	j o s h e ʔ e	ORDER	94	94
1521	Deni	order	joshe	joshe	j o s h e	ORDER	94	94
1522	Jarawara	order	jose	jose	j o s e	ORDER	94	94
1523	Banawa	order	jose	jose	j o s e	ORDER	94	94
1524	Jamamadi	order	jose	jose	j o s e	ORDER	94	94
#
683	Kulina	oriole	kaasiro	kaasiro	k a a s i r o	ORIOLE	271	271
684	Deni	oriole	kawashiro	kawashiro	k a w a s h i r o	ORIOLE	271	271
685	Banawa	oriole	kawasiro	kawasiro	k a w a s i r o	ORIOLE	271	271
686	Jamamadi	oriole	kawasiro	kawasiro	k a w a s i r o	ORIOLE	271	271
687	Jarawara	oriole	kawasiro	kawasiro	k a w a s i r o	ORIOLE	271	271
#
44620	Kulina	otter	shabira	shabira	s h a b i r a	OTTER	167	167
44621	Deni	otter	shabira	shabira	s h a b i r a	OTTER	167	167
44622	Jarawara	otter	sabira	sabira	s a b i r a	OTTER	167	167
44623	Banawa	otter	sabira	sabira	s a b i r a	OTTER	167	167
44624	Jamamadi	otter	sabira	sabira	s a b i r a	OTTER	167	167
#
689	Banawa	owl sp.	bobo	bobo	b o b o	OWL.SP.	28	28
690	Deni	owl sp.	bobo	bobo	b o b o	OWL.SP.	28	28
691	Jamamadi	owl sp.	bobo	bobo	b o b o	OWL.SP.	28	28
692	Jarawara	owl sp.	bobo	bobo	b o b o	OWL.SP.	28	28
693	Kulina	owl sp.	bobo	bobo	b o b o	OWL.SP.	28	28
#
695	Jamamadi	pacu	base	base	b a s e	PACU	218	218
696	Jarawara	pacu	base	base	b a s e	PACU	218	218
#
44543	Kulina	paddle	ori	ori	o r i	PADDLE	148	148
44544	Deni	paddle	ori	ori	o r i	PADDLE	148	148
44545	Jarawara	paddle	ori	ori	o r i	PADDLE	148	148
44546	Banawa	paddle	ori	ori	o r i	PADDLE	148	148
44547	Jamamadi	paddle	ori	ori	o r i	PADDLE	148	148
#
697	Deni	pain	koma	koma	k o m a	PAIN	273	273
698	Kulina	pain	koma	koma	k o m a	PAIN	273	273
699	Banawa	pain	kome	kome	k o m e	PAIN	273	273
700	Jarawara	pain	kome	kome	k o m e	PAIN	273	273
#
702	Jarawara	palm	ere	ere	e r e	PALM	231	231
704	Banawa	palm	jani	jani	j a n i	PALM	256	256
705	Deni	palm	jani	jani	j a n i	PALM	256	256
706	Jamamadi	palm	jani	jani	j a n i	PALM	256	256
707	Jarawara	palm	jani	jani	j a n i	PALM	256	256
708	Kulina	palm	jani	jani	j a n i	PALM	256	256
#
1486	Kulina	palm sp.	jawana	jawana	j a w a n a	PALM.SP.	87	87
1487	Deni	palm sp.	jawana	jawana	j a w a n a	PALM.SP.	87	87
1488	Jarawara	palm sp.	jawana	jawana	j a w a n a	PALM.SP.	87	87
1489	Banawa	palm sp.	jawana	jawana	j a w a n a	PALM.SP.	87	87
1490	Jamamadi	palm sp.	jawana	jawana	j a w a n a	PALM.SP.	87	87
1719	Jarawara	palm sp.	kowasaki	kowasaki	k o w a s a k i	PALM.SP.	120	0
#
1690	Jarawara	palm sp. with thorns	korekore	korekore	k o r e k o r e	PALM.SP.WITH.THORNS	114	114
1691	Jamamadi	palm sp. with thorns	korekore	korekore	k o r e k o r e	PALM.SP.WITH.THORNS	114	114
#
709	Deni	passion fruit	sanaro	sanaro	s a n a r o	PASSION.FRUIT	1222	1222
710	Jamamadi	passion fruit	sanaro	sanaro	s a n a r o	PASSION.FRUIT	1222	1222
#
1384	Kulina	patauá palm	hawa	hawa	h a w a	PATAUÁ.PALM	63	63
1385	Deni	patauá palm	hawa	hawa	h a w a	PATAUÁ.PALM	63	63
1386	Jarawara	patauá palm	hawa	hawa	h a w a	PATAUÁ.PALM	63	63
1387	Banawa	patauá palm	hawa	hawa	h a w a	PATAUÁ.PALM	63	63
1388	Jamamadi	patauá palm	hawa	hawa	h a w a	PATAUÁ.PALM	63	63
#
714	Banawa	path	hawi	hawi	h a w i	PATH	238	238
715	Deni	path	hawi	hawi	h a w i	PATH	238	238
716	Jamamadi	path	hawi	hawi	h a w i	PATH	238	238
717	Jarawara	path	hawi	hawi	h a w i	PATH	238	238
718	Kulina	path	hawi	hawi	h a w i	PATH	238	238
#
720	Deni	paxiuba	boba	boba	b o b a	PAXIUBA	26	26
#
44494	Kulina	paxiúba-barriguda (palm sp.)	wabowi	wabowi	w a b o w i	PAXIÚBA-BARRIGUDA.(PALM SP.)	139	139
44495	Deni	paxiúba-barriguda (palm sp.)	wabohi	wabohi	w a b o h i	PAXIÚBA-BARRIGUDA.(PALM SP.)	139	139
44496	Jarawara	paxiúba-barriguda (palm sp.)	nabohi	nabohi	n a b o h i	PAXIÚBA-BARRIGUDA.(PALM SP.)	139	139
44497	Banawa	paxiúba-barriguda (palm sp.)	maboi	maboi	m a b o i	PAXIÚBA-BARRIGUDA.(PALM SP.)	139	139
44498	Jamamadi	paxiúba-barriguda (palm sp.)	nabohi	nabohi	n a b o h i	PAXIÚBA-BARRIGUDA.(PALM SP.)	139	139
#
1491	Kulina	peach palm	jaʔida	jaʔida	j a ʔ i d a	PEACH.PALM	88	88
1492	Deni	peach palm	jawida	jawida	j a w i d a	PEACH.PALM	88	88
1493	Jarawara	peach palm	jawita	jawita	j a w i t a	PEACH.PALM	88	88
1494	Banawa	peach palm	jawida	jawida	j a w i d a	PEACH.PALM	88	88
1495	Jamamadi	peach palm	jawida	jawida	j a w i d a	PEACH.PALM	88	88
#
1318	Deni	peel	tero	tero	t e r o	PEEL	49	49
44615	Kulina	peel	ʃa	ʃa	ʃ a	PEEL	166	166
44616	Deni	peel	ʃa	ʃa / sa	ʃ a	PEEL	166	166
44617	Deni	peel	sa	sa / ʃa	s a	PEEL	166	166
44618	Jarawara	peel	saa	saa	s a a	PEEL	166	166
44619	Banawa	peel	saa	saa	s a a	PEEL	166	166
#
722	Kulina	pepper	kashi	kashi	k a s h i	PEPPER	270	270
723	Deni	pepper	kashiʔi	kashiʔi	k a s h i ʔ i	PEPPER	270	270
#
725	Jamamadi	piau	awida	awida	a w i d a	PIAU	1100	1100
726	Jarawara	piau	awita	awita	a w i t a	PIAU	1100	1100
#
728	Deni	piece	bobi	bobi	b o b i	PIECE	27	27
729	Kulina	piece	bobi	bobi	b o b i	PIECE	27	27
#
732	Kulina	pierce	saka	saka	s a k a	PIERCE	350	350
733	Deni	pierce	saka	saka	s a k a	PIERCE	350	350
734	Jarawara	pierce	saka	saka	s a k a	PIERCE	350	350
735	Banawa	pierce	saka	saka	s a k a	PIERCE	350	350
736	Jamamadi	pierce	saka	saka	s a k a	PIERCE	350	350
1409	Jarawara	pierce	ita	ita	i t a	PIERCE	70	70
1410	Banawa	pierce	ida	ida	i d a	PIERCE	70	70
1411	Jamamadi	pierce	ida	ida	i d a	PIERCE	70	70
#
737	Deni	pigeon	okoko	okoko	o k o k o	PIGEON	306	306
738	Kulina	pigeon	okoko	okoko	o k o k o	PIGEON	306	306
#
739	Jarawara	pineapple	sami	sami	s a m i	PINEAPPLE	351	351
740	Banawa	pineapple	sami	sami	s a m i	PINEAPPLE	351	351
741	Jamamadi	pineapple	sami	sami	s a m i	PINEAPPLE	351	351
743	Deni	pineapple	shami	shami	s h a m i	PINEAPPLE	351	351
#
1099	Kulina	play	ithome	ithome	i t h o m e	PLAY	0	0
#
744	Deni	pluck	ba	ba	b a	PLUCK	213	213
746	Jarawara	pluck	bata	bata	b a t a	PLUCK	213	213
#
454	Deni	poison	iha	iha	i h a	POISON	339	339
455	Jarawara	poison	iha	iha	i h a	POISON	339	339
456	Banawa	poison	iha	iha	i h a	POISON	339	339
#
747	Banawa	porcupine	misa	misa	m i s a	PORCUPINE	292	292
748	Jamamadi	porcupine	misa	misa	m i s a	PORCUPINE	292	292
749	Jarawara	porcupine	misa	misa	m i s a	PORCUPINE	292	292
750	Deni	porcupine	mishe	mishe	m i s h e	PORCUPINE	292	292
751	Kulina	porcupine	mishe	mishe	m i s h e	PORCUPINE	292	292
#
754	Banawa	pot	jia	jia	j i a	POT	258	258
755	Deni	pot	jipa	jipa	j i p a	POT	258	258
756	Kulina	pot	jipa	jipa	j i p a	POT	258	258
757	Jamamadi	pot	jiwaha	jiwaha	j i w a h a	POT	258	258
758	Jarawara	pot	jiwaha	jiwaha	j i w a h a	POT	258	258
#
760	Kulina	pound to flatten	baro	baro	b a r o	POUND.TO.FLATTEN	352	352
761	Deni	pound to flatten	baro	baro	b a r o	POUND.TO.FLATTEN	352	352
762	Jarawara	pound to flatten	baro	baro	b a r o	POUND.TO.FLATTEN	352	352
763	Jamamadi	pound to flatten	baro	baro	b a r o	POUND.TO.FLATTEN	352	352
#
766	Deni	pregnant	jahani	jahani	j a h a n i	PREGNANT	247	247
#
767	Deni	pretend	wadawada	wadawada	w a d a w a d a	PRETEND	0	0
#
1100	Banawa	pull	bore	bore	b o r e	PULL	221	221
1101	Jamamadi	pull	bore	bore	b o r e	PULL	221	221
1102	Jarawara	pull	bore	bore	b o r e	PULL	221	221
1103	Kulina	pull	hoka	hoka	h o k a	PULL	221	221
1104	Deni	pull	pore	pore	p o r e	PULL	221	221
1105	Kulina	pull	pore	pore	p o r e	PULL	221	221
#
768	Deni	pull out	jopha	jopha	j o p h a	PULL.OUT	315	315
769	Kulina	pull out	jopha	jopha	j o p h a	PULL.OUT	315	315
#
1107	Kulina	push	jo	jo	j o	PUSH	230	230
1108	Banawa	push	joko	joko	j o k o	PUSH	230	230
1109	Deni	push	joko	joko	j o k o	PUSH	230	230
1110	Jamamadi	push	joko	joko	j o k o	PUSH	230	230
1111	Jarawara	push	joko	joko	j o k o	PUSH	230	230
#
771	Kulina	put	atha	atha	a t h a	PUT	0	0
1402	Kulina	put	iba	iba	i b a	PUT	68	68
1403	Deni	put	iba	iba	i b a	PUT	68	68
1404	Jarawara	put	iba	iba	i b a	PUT	68	68
1405	Banawa	put	iba	iba	i b a	PUT	68	68
1406	Jamamadi	put	iba	iba	i b a	PUT	68	68
#
772	Deni	rage	hamiʔe	hamiʔe	h a m i ʔ e	RAGE	0	0
#
773	Kulina	rain	pasho	pasho	p a s h o	RAIN	0	0
#
3338	Kulina	rapid	washi	washi	w a s h i	unknown11	0	501
#
1475	Kulina	rat sp.	japi	japi	j a p i	RAT.SP.	85	85
1476	Deni	rat sp.	japi	japi	j a p i	RAT.SP.	85	85
1477	Jarawara	rat sp.	jafi	jafi	j a f i	RAT.SP.	85	85
1478	Banawa	rat sp.	jafi	jafi	j a f i	RAT.SP.	85	85
1479	Jamamadi	rat sp.	jafi	jafi	j a f i	RAT.SP.	85	85
#
774	Kulina	red	makho	makho / maphara	m a k h o	RED	0	0
775	Deni	red	makude	makude	m a k u d e	RED	0	0
776	Kulina	red	maphara	makho / maphara	m a p h a r a	RED	0	0
#
777	Deni	resin	moja	moja	m o j a	RESIN	295	295
778	Kulina	resin	moja	moja	m o j a	RESIN	295	295
#
780	Deni	river	patsu	patsu	p a t s u	RIVER	0	0
782	Kulina	river	weni	weni	w e n i	RIVER	0	0
#
783	Banawa	roast on coals	ba	ba	b a	ROAST.ON.COALS	23	23
784	Jarawara	roast on coals	bana	bana	b a n a	ROAST.ON.COALS	23	23
785	Deni	roast on coals	bana	bana	b a n a	ROAST.ON.COALS	23	23
786	Kulina	roast on coals	bana	bana	b a n a	ROAST.ON.COALS	23	23
#
1651	Kulina	roast over fire	tabishe	tabishe	t a b i s h e	ROAST.OVER.FIRE	407	407
1652	Deni	roast over fire	tabishi	tabishi	t a b i s h i	ROAST.OVER.FIRE	407	407
1653	Jarawara	roast over fire	tabasi	tabasi	t a b a s i	ROAST.OVER.FIRE	407	407
1654	Banawa	roast over fire	tabasi	tabasi	t a b a s i	ROAST.OVER.FIRE	407	407
1655	Jamamadi	roast over fire	tabasi	tabasi	t a b a s i	ROAST.OVER.FIRE	407	407
#
787	Deni	roof of mouth	ebethe	ebethe	e b e t h e	ROOF.OF.MOUTH	0	0
#
1342	Kulina	root	habo	habo	h a b o	ROOT	56	56
1343	Deni	root	habo	habo	h a b o	ROOT	56	56
1344	Jarawara	root	habo	habo	h a b o	ROOT	56	56
1345	Banawa	root	habo	habo	h a b o	ROOT	56	56
1346	Jamamadi	root	habo	habo	h a b o	ROOT	56	56
#
789	Kulina	rope	mado	mado	m a d o	ROPE	0	0
#
790	Jarawara	rotten	abohi	abohi/bate	a b o h i	ROTTEN	224	224
791	Jarawara	rotten	bata	abohi/bata	b a t a	ROTTEN	224	224
792	Banawa	rotten	bata	bata	b a t a	ROTTEN	224	224
793	Jamamadi	rotten	bata	bata	b a t a	ROTTEN	224	224
794	Deni	rotten	batha	batha	b a t h a	ROTTEN	224	224
795	Kulina	rotten	batha	batha	b a t h a	ROTTEN	224	224
#
1114	Kulina	rub	piko	piko	p i k o	RUB	0	0
#
798	Jamamadi	rubber tree	weke	weke	w e k e	RUBBER.TREE	1134	1134
799	Kulina	rubber tree	wekheʔi	wekheʔi	w e k h e ʔ i	RUBBER.TREE	1134	1134
800	Deni	rubber tree	wekheʔi	wekheʔi	w e k h e ʔ i	RUBBER.TREE	1134	1134
#
3339	Deni	run fast	washi	washi	w a s h i	unknown11	0	501
#
801	Jarawara	salt	saha	saha	s a h a	SALT	0	0
802	Kulina	salt	sao	sao	s a o	SALT	0	0
#
805	Kulina	sand	shiki weshe	shiki weshe	s h i k i + w e s h e	SAND	266	266 0
806	Jarawara	sand	siki	siki	s i k i	SAND	266	266
807	Deni	sand	tsiki	tsiki	t s i k i	SAND	266	266
808	Kulina	sand	shiki	shiki	s h i k i	SAND	266	266
809	Deni	sand	shiki	shiki	s h i k i	SAND	266	266
811	Banawa	sand	siki	siki	s i k i	SAND	266	266
812	Jamamadi	sand	siki	siki	s i k i	SAND	266	266
#
813	Jarawara	satisfied	akara	akara	a k a r a	SATISFIED	1005	1005
814	Kulina	satisfied	akhara	akhara	a k h a r a	SATISFIED	1005	1005
#
1115	Jarawara	say	ati	ati	a t i	SAY	0	211
1116	Kulina	say	na	na	n a	SAY	0	0
#
1508	Kulina	scorpion	jomowasha	jomowasha	j o m o w a s h a	SCORPION	91	91
1509	Deni	scorpion	jomasha	jomasha	j o m a s h a	SCORPION	91	91
1510	Jarawara	scorpion	jomasa	jomasa	j o m a s a	SCORPION	91	91
1511	Banawa	scorpion	jomasa	jomasa	j o m a s a	SCORPION	91	91
1512	Jamamadi	scorpion	jomasa	jomasa	j o m a s a	SCORPION	91	91
#
1117	Jarawara	scratch	bisi	bisi	b i s i	SCRATCH	282	282
1119	Kulina	scratch	khiri	khiri	k h i r i	SCRATCH	282	282
#
817	Banawa	scrotum	dane	dane	d a n e	SCROTUM	40	40
818	Jamamadi	scrotum	dane	dane	d a n e	SCROTUM	40	40
819	Deni	scrotum	denephe	denephe	d e n e p h e	SCROTUM	40	40
820	Kulina	scrotum	denephe	denephe	d e n e p h e	SCROTUM	40	40
821	Jarawara	scrotum	tanehe	tanehe	t a n e h e	SCROTUM	40	40
1657	Kulina	scrotum	nephe	nephe	n e p h e	SCROTUM	0	0
1658	Deni	scrotum	nephe	nephe	n e p h e	SCROTUM	0	0
1659	Banawa	scrotum	nafe	nafe	n a f e	SCROTUM	0	0
#
822	Jarawara	sea	maa	maa	m a a	SEA	0	0
#
1663	Deni	seat	taboro	taboro	t a b o r o	unknown5	0	408
#
1121	Jarawara	see	awa	awa	a w a	SEE	281	281
1122	Deni	see	khi	khi	k h i	SEE	281	281
1123	Kulina	see	khi	khi	k h i	SEE	281	281
1124	Banawa	see	kii	kii	k i i	SEE	281	281
1125	Jamamadi	see	kii	kii	k i i	SEE	281	281
1126	Jarawara	see	kii	kii	k i i	SEE	281	281
#
824	Kulina	shake	doko	doko	d o k o	SHAKE	0	0
1316	Deni	shake	jara	jara	j a r a	SHAKE	48	48
#
1428	Jarawara	shaman	inawa	inawa	i n a w a	SHAMAN	75	75
1429	Banawa	shaman	inawa	inawa	i n a w a	SHAMAN	75	75
1430	Jamamadi	shaman	inawa	inawa	i n a w a	SHAMAN	75	75
#
